"name","alt.name","venue"
"","AJAX EAST BAY AEB 02B","FWRL CAN CRL U16"
"","AVSC Storm Academy - B02","FWRL CAS B02"
"","BARCELONA (NV)","Region IV Pres Cup U15"
"","BARCELONA BAY AREA 02B I","FWRL CAN CRL U16"
"","Boca Orange County - B2002","FWRL CAS B02"
"","California Rush 02 Nero (CA-S)","Region IV Pres Cup U15"
"","Catalunya FC 2002B Tsunami (CO)","Region IV Pres Cup U15"
"","CESAR CHAVEZ FUTBOL ACADEMY CCFA SAMBA 02B","FWRL CAN CRL U16"
"","Colorado Rapids Youth 02B Select (CO) (SC)","Far West Regionals U15"
"","Cook Inlet S.C. 02B (AK)","Region IV Pres Cup U15"
"","Desert United Coachella","FWRL CAS B02"
"","Earthquakes RDS Sacramento (CA-N) (FWCN)","Far West Regionals U15"
"","ECFC UNITED 02B","FWRL CAN CRL U16"
"","FBSL TUZOS ACADEMY 02","FWRL Desert 2002 U16"
"","Hawks B2002 Academy","FWRL CAS B02"
"","HG Eagles SC (CA-S)","Region IV Pres Cup U15"
"","Rush 02B (HI) (SC)","Far West Regionals U15"
"","SACYSL CALIFORNIA NORTHSTARS 02B","FWRL CAN CRL U16"
"","SJ EARTHQUAKES 02 AXIS","FWRL CAN CRL U16"
"","Tuzos Academy 02 (AZ) (FWD)","Far West Regionals U15"
"","VALLEY UNITED- LEVI (CA-S) (SC)","Far West Regionals U15"
"","Visalia Galaxy Strikers 02 (CA-N)","Region IV Pres Cup U15"
"","VK Cobras (UT)","Region IV Pres Cup U15"
"3 Rivers Black B02","3RSC 3-RIVERS B02 BLACK (WA)","Nike Crossfire Challenge Gold Group U16"
"3 Rivers Black B02","3RSC B02 RCL Black","RCL B02 Div 2"
"3 Rivers Black B02","Three Rivers B02 Black","Eastside FC Cup BU16"
"3 Rivers Green B02","THREE RIVERS SC 3RSC B02 PSPL GREEN","Les Schwab NW Cup Boys U16"
"3 Rivers White B02","Three Rivers Soccer Club 3RSC B02 PSPL White","PSPL Copa - East U16"
"Academia Leon B02","Academia Leon FC 02B (OR)","Region IV Pres Cup U15"
"Academia Leon B02","ACADEMIA LEON FC 2002 (OR)","Oswego Nike Cup Silver U16"
"Alaska YS ADP B02","ALASKA YOUTH SOCCER ADP 02B (AK)","Timbers Winter Showcase 2002 Showcase U16"
"Albion SC Academy B02","Albion SC B02 Academy","FWRL CAS B02"
"Bellevue United Select B02","BUFC B02-03 - Eilers","Eastside FC Cup BU16"
"Bellevue United Select B02","BUFC B02 Eilers","NPSL DIVISION 3 (02) U16"
"BIFC Blue B02","Bainbridge Island FC B02 Blue","NPSL DIVISION 3 (02) U16"
"Blackhills FC Black B02","22 Blackhills B02 Black","Rimland Challenge U16"
"Blackhills FC Black B02","BLACKHILLS FC B 02 BLACK A","Clash At the Border Super Gold/Silver"
"Blackhills FC Black B02","Blackhills FC B02 Black A","RCL B02 Div 3"
"Blackhills FC Black B02","BLACKHILLS FC B 02 BLACK A (WA)","Nike Crossfire Challenge Gold Group U16"
"Blackhills FC Red B02","Blackhills B02 Red","River Jam Copa U16"
"Blackhills FC Red B02","Blackhills FC B02 Red","Sounders FC Cup BU16 Silver"
"Blackhills FC Red B02","Blackhills FC B02 Red B","RCL B02 Div 5"
"Boise Nationals Timbers Blue B02","Boise Nationals Timbers 2002 Blue (ID) (SC)","Far West Regionals U15"
"Boise Nationals Timbers Blue B02","BOISE NATIONALS TIMBERS BLUE 02 (ID)","Timbers Winter Showcase 2002 FWRL U16"
"Bozeman Blitzz Gold B02","Blitzz FC Gold (MT)","Region IV Pres Cup U15"
"BSC Portland Black B02","BSC OREGON U16 BOYS BLACK (OR)","Bend Premier Cup David Guzman (U16/U17 Gold/Silver) Division U16"
"BSC Portland Black B02","BSC 02B Black","Mt Hood Challenge U16 Gold"
"BYSL Elite United B01","BYSL ELITE UNITED '01 BOYS","Yellowstone Cup Boys U16"
"BYSL Ethos Select B01","BYSL ETHOS SELECT '01-'02","Yellowstone Cup Boys U16"
"Calgary Blizzard Azzurri B02","BLIZZARD AZZURRI (CND)","SX Cup Boys U16 Premier - Tier 1 U16"
"Capital FC Timbers Black B02","CFC 02B Black Noonkester","Mt Hood Challenge U16 Silver"
"Capital FC Timbers Red B02","CAPITAL CF TIMBERS CFC 2002 RED (OR)","Nike Crossfire Challenge Super Group U16"
"Cascade Rush Steelheaders B01","CASCADE RUSH 01B (OR)","Bend Premier Cup David Guzman (U16/U17 Gold/Silver) Division U16"
"Central WA SA Navy B02","CENTRAL WASHINGTON SOUNDERS B02 NAVY CUEVAS","WA Rush Cup BU16 Gold"
"Central WA SA Navy B02","CENTRAL WASHINGTON SOUNDERS B02 NAVY CUEVAS (WA)","WA Cup Gold U16"
"Central WA SA Navy B02","CWSA B02 Navy Cuevas","PSPL WNPL U16"
"CFSC B02","CFSC B02 Howard","SSUL B02 Division 3"
"CGA Academy SC Elite B03","CGA ACADEMY SC ELITE","FC Nova Fall Showcase U15 Boys"
"CGA Academy SC Sounders B03","CGA ACADEMY SOUNDERS ELITE","FC Nova Fall Showcase U15 Boys"
"Chilliwack FC Attack B02","23 CFC Chilliwack Attack","Rimland Challenge U16"
"Coastal FC B02","COASTAL FC 02M (CND)","SX Cup Boys U16 Premier - Tier 1 U16"
"Coastal FC Royal B02","Coastal FC 02M Royal","Starfire Spring Classic BU16"
"Coquitlam Metro Ford Shakhtar B02","CMFSC SHAKHTAR (CND)","Nike Crossfire Challenge Super Group U16"
"Coquitlam Metro Ford Shakhtar B02","CMFSC SHAKHTAR (CND)","SX Cup Boys U16 Premier - Tier 1 U16"
"Crossfire Oregon Green I B02","CROSSFIRE OREGON B02 GREEN (OR)","Nike Crossfire Challenge Silver Group U16"
"Crossfire Oregon Green I B02","CROSSFIRE OREGON B02 GREEN (OR)","Oswego Nike Cup Silver U16"
"Crossfire Oregon Green I B02","CROSSFIRE OREGON B02 GREEN","Clash At the Border Super Gold/Silver"
"Crossfire Oregon Green I B02","Crossfire Oregon 02B Green","Mt Hood Challenge U16 Silver"
"Crossfire Premier A B02","Crossfire Premier B02 A","RCL B02 Div 1"
"Crossfire Premier A B02","CROSSFIRE PREMIER B02 A (WA)","Nike Crossfire Challenge Super Group U16"
"Crossfire Premier A B02","CROSSFIRE PREMIER B02 A (WA)","REDAPT Cup Gold U16"
"Crossfire Premier A B03","CROSSFIRE PREMIER B03 A","Showcase of Champions U16/15 Boys"
"Crossfire Premier B B02","Crossfire Premier B02 B","RCL B02 Div 2"
"Crossfire Premier B B02","CROSSFIRE PREMIER B02 B GORES (WA)","REDAPT Cup Gold U16"
"Crossfire Premier B B02","CROSSFIRE PREMIER B02 GORES","Showcase of Champions U16/15 Boys"
"Crossfire Premier B B02","CROSSFIRE PREMIER B02 GORES (WA)","Nike Crossfire Challenge Super Group U16"
"Crossfire Premier C B02","Crossfire Premier B02 C","RCL B02 Div 4"
"Crossfire Premier C B02","Crossfire Premier B02C White","Tyee Cup U15-16"
"Crossfire Premier C B02","CROSSFIRE PREMIER B02C WHITE","Snohomish United Invit Gold"
"Crossfire Premier C B02","CROSSFIRE PREMIER B02C WHITE","WA Rush Cup BU16 Silver"
"Crossfire Premier C B02","CROSSFIRE PREMIER B02C WHITE (WA)","Nike Crossfire Challenge Silver Group U16"
"Crossfire Premier C B02","CROSSFIRE PREMIER B02C WHITE (WA)","REDAPT Cup Silver U16"
"Crossfire Premier C B02","CROSSFIRE PREMIER B02C WHITE (WA)","SX Cup Boys U16 Metro - Tier 2 U16"
"Crossfire Premier USSDA B03","CROSSFIRE PREMIER 03 ACADEMY","Showcase of Champions U16/15 Boys"
"Crossfire Select Luna B02","Crossfire Select B02 Luna","Labor Day Cup BU16 Silver"
"Crossfire Select Luna B02","Crossfire Select B02 Luna","NPSL DIVISION 1 (02) U16"
"Crossfire Select Luna B02","CROSSFIRE SELECT B02 LUNA (WA)","REDAPT Cup Silver U16"
