"date","home.team","home.score","away.team","away.score","venue","home.adv","away.adv","surface"
2017-06-02,"Eastside FC White B02",7,"PCU Red B02",0,"Showcase of Champions U16/15 Boys","neutral","neutral","Grass"
2017-06-02,"FWFC Blue B02",0,"Crossfire Premier B B02",4,"Showcase of Champions U16/15 Boys","neutral","neutral","Grass"
2017-06-03,"Eastside FC White B02",0,"Westside Timbers Copa Red B02",5,"Showcase of Champions U16/15 Boys","neutral","neutral","Grass"
2017-06-03,"ISC Gunners A B02",0,"FWFC Blue B02",4,"Showcase of Champions U16/15 Boys","neutral","neutral","Grass"
2017-06-03,"Wenatchee FC Black B03",1,"Crossfire Premier A B03",4,"Showcase of Champions U16/15 Boys","neutral","neutral","Grass"
2017-06-03,"ISC Gunners A B03",2,"PCU Red B02",1,"Showcase of Champions U16/15 Boys","neutral","neutral","Grass"
2017-06-03,"ISC Gunners A B02",2,"Crossfire Premier B B02",4,"Showcase of Champions U16/15 Boys","neutral","neutral","Grass"
2017-06-03,"Westside Timbers Copa Red B02",1,"Crossfire Premier USSDA B03",0,"Showcase of Champions U16/15 Boys","neutral","neutral","Grass"
2017-06-03,"PCU Red B02",1,"Wenatchee FC Black B03",3,"Showcase of Champions U16/15 Boys","neutral","neutral","Grass"
2017-06-04,"Westside Timbers Copa Red B02",4,"ISC Gunners A B02",1,"Showcase of Champions U16/15 Boys","neutral","neutral","Grass"
2017-06-04,"Crossfire Premier B B02",1,"Eastside FC White B02",1,"Showcase of Champions U16/15 Boys","neutral","neutral","Grass"
2017-06-04,"PCU Red B02",1,"Crossfire Premier A B03",4,"Showcase of Champions U16/15 Boys","neutral","neutral","Grass"
2017-06-04,"Wenatchee FC Black B03",1,"ISC Gunners A B03",4,"Showcase of Champions U16/15 Boys","neutral","neutral","Grass"
2017-06-04,"Crossfire Premier USSDA B03",4,"FWFC Blue B02",0,"Showcase of Champions U16/15 Boys","neutral","neutral","Grass"
2017-06-04,"Westside Timbers Copa Red B02",0,"Crossfire Premier B B02",0,"Showcase of Champions U16/15 Boys","neutral","neutral","Grass"
2017-06-04,"Crossfire Premier A B03",1,"ISC Gunners A B03",1,"Showcase of Champions U16/15 Boys","neutral","neutral","Grass"
2017-06-04,"FWFC Blue B02",5,"Wenatchee FC Black B03",0,"Showcase of Champions U16/15 Boys","neutral","neutral","Grass"
2017-06-04,"Eastside FC White B02",1,"ISC Gunners A B02",4,"Showcase of Champions U16/15 Boys","neutral","neutral","Grass"
2017-06-08,"BYSL Ethos Select B01",1,"BYSL Elite United B01",0,"Yellowstone Cup Boys U16","neutral","neutral","Grass"
2017-06-08,"Jefferson YSA B01",1,"Upper Valley Madison United B01",3,"Yellowstone Cup Boys U16","neutral","neutral","Grass"
2017-06-09,"Jefferson YSA B01",1,"BYSL Elite United B01",4,"Yellowstone Cup Boys U16","neutral","neutral","Grass"
2017-06-09,"Upper Valley Madison United B01",5,"MSC Vikes B02",1,"Yellowstone Cup Boys U16","neutral","neutral","Grass"
2017-06-09,"Upper Valley Madison United B01",2,"BYSL Ethos Select B01",4,"Yellowstone Cup Boys U16","neutral","neutral","Grass"
2017-06-09,"BYSL Elite United B01",11,"MSC Vikes B02",0,"Yellowstone Cup Boys U16","neutral","neutral","Grass"
2017-06-09,"Jefferson YSA B01",2,"BYSL Ethos Select B01",3,"Yellowstone Cup Boys U16","neutral","neutral","Grass"
2017-06-10,"MSC Vikes B02",0,"BYSL Ethos Select B01",1,"Yellowstone Cup Boys U16","neutral","neutral","Grass"
2017-06-10,"BYSL Elite United B01",3,"Upper Valley Madison United B01",1,"Yellowstone Cup Boys U16","neutral","neutral","Grass"
2017-06-10,"MSC Vikes B02",1,"Jefferson YSA B01",3,"Yellowstone Cup Boys U16","neutral","neutral","Grass"
2017-06-16,"NPSA Titans Navy B02",1,"Seattle United NE Blue B02",2,"Skagit Firecracker Div. 1 U16","neutral","neutral","Grass"
2017-06-16,"Seattle United S Blue B02",2,"Whatcom Rangers Blue B02",0,"Skagit Firecracker Div. 1 U16","neutral","neutral","Grass"
2017-06-16,"NW United Black B02",6,"Snohomish United Red B02",0,"Skagit Firecracker Div. 2 U16","neutral","neutral","Grass"
2017-06-16,"WA Rush Nero B02",6,"Emerald City FC Green B02",0,"Skagit Firecracker Div. 2 U16","neutral","neutral","Grass"
2017-06-16,"Seattle Celtic Green B02",5,"FWFC White B02",1,"Starfire Spring Classic BU16","neutral","neutral","Turf"
2017-06-17,"Whatcom Rangers Blue B02",2,"NPSA Titans Navy B02",2,"Skagit Firecracker Div. 1 U16","neutral","neutral","Grass"
2017-06-17,"Seattle United NE Blue B02",3,"Seattle United S Blue B02",1,"Skagit Firecracker Div. 1 U16","neutral","neutral","Grass"
2017-06-17,"NPSA Titans Navy B02",0,"Seattle United S Blue B02",1,"Skagit Firecracker Div. 1 U16","neutral","neutral","Grass"
2017-06-17,"Seattle United NE Blue B02",5,"Whatcom Rangers Blue B02",0,"Skagit Firecracker Div. 1 U16","neutral","neutral","Grass"
2017-06-17,"Emerald City FC Green B02",1,"NW United Black B02",7,"Skagit Firecracker Div. 2 U16","neutral","neutral","Grass"
