"team .colname","total .colname","attack .colname","defense .colname","n .colname","region .colname","city .colname","fall.league .colname","other .colname"
"Idaho Rush Nero B02",1419,7.71,9.5,16,"ID","Boise","",""
"Mukilteo Rush Nero B02",1413,10.73,6.51,18,"WA","Mukilteo","NPSL DIVISION 3 (02) U16",""
"CSC Storm B02",1412,11.97,5.81,17,"OR","Corvallis","",""
"Eastside Timbers Black 2 B02",1408,5.73,11.8,12,"OR","Gresham","",""
"Timber Barons B02",1406,13.8,4.85,20,"WA","Longview","PTT B03 Div 1 White",""
"THUSC Titanium B02",1392,9.76,6.21,16,"OR","Beaverton","",""
"Kent City Black B02",1392,15.67,3.86,20,"WA","Kent","PSPL Copa - West U16","WA Cup Bronze U16"
"Spokane Scotties Lake B02",1378,12.43,4.42,18,"WA","Spokane","PSPL Copa - East U16",""
"Snohomish United Red B02",1373,7.14,7.42,31,"WA","Snohomish","RCL B02 Div 5",""
"South Tacoma United Xolos B02",1367,7.76,6.56,12,"WA","Tacoma","",""
"NSC Force B02",1354,9.13,5.11,32,"WA","Woodinvile","NPSL DIVISION 2 (02) U16",""
"Seattle United W White B02",1354,11.65,3.99,31,"WA","Seattle","NPSL DIVISION 2 (02) U16",""
"3 Rivers Green B02",1349,6.19,7.26,10,"WA","Pasco","",""
"TC United White B02",1331,8.04,4.95,23,"WA","Lacey","PSPL Copa - West U16",""
"FC Edmonds Sting B02",1318,6.92,5.25,29,"WA","Edmonds","PSPL Classic U16","WA Cup Bronze U16"
"ISC Gunners B B02",1316,7.03,5.08,32,"WA","Issaquah","PSPL Classic U16","WA Cup Bronze U16"
"Westside Timbers Copa TS B02",1309,4.35,7.83,19,"OR","Beaverton","",""
"FWFC Colonels B02",1294,9.06,3.4,12,"WA","Federal Way","SSUL B02 Div 3",""
"Bellevue United Select B02",1270,8.97,2.9,15,"WA","Bellevue","NPSL DIVISION 3 (02) U16",""
"ISC Gunners Select B02",1265,6.86,3.67,19,"WA","Issaquah","PSPL Copa - West U16","WA Cup Bronze U16"
"BIFC Blue B02",1219,7.14,2.56,17,"WA","Bainbridge Island","NPSL DIVISION 3 (02) U16",""
"Southlake Select White B02",1199,9.43,1.68,11,"WA","Newcastle","NPSL DIVISION 3 (02) U16",""
"CFSC B02",1182,6.41,2.2,12,"WA","Enumclaw","SSUL B02 Div 3",""
"STU Evolution Johnson B02",1170,5.73,2.26,10,"WA","Tacoma","SSUL B02 Div 3",""
"Vashon Islanders B02",1117,7.11,1.26,12,"WA","Vashon Island","SSUL B02 Div 3",""
"WS Fuego B02",1114,3.36,2.61,10,"WA","West Seattle","SSUL B02 Div 3",""
"LSDSC Wild Bears B02",1035,3.24,1.58,9,"WA","","SSUL B02 Div 3",""
"MpVSA Strykeforce Navy B02",1011,3.37,1.28,10,"WA","Maple Valley","SSUL B02 Div 3",""
"UPSC Chargers B02",1003,3.65,1.12,11,"WA","University Place","SSUL B02 Div 3",""
"FME Xtreme B02",994,2.68,1.44,15,"WA","Milton","SSUL B02 Div 3",""
