"name","alt.name","venue"
"Albion SC Academy G06","ALBION SC GIRLS 2006 ACADEMY (CAS)","Surf Cup Super Black U11"
"Anaheim Surf EGSL G06","ANAHEIM SURF G06 EGSL-WHITFIELD (CAS)","Surf Cup Super Black U11"
"Anaheim Surf EGSL G06","ANAHEIM SURF G2006 EGSL-WHITFIELD (CAS)","Nike Crossfire Challenge Super 9v9 U11"
"ASE Emerald G06","ASE G06 Emerald - Clark","Sounders FC Cup GU11"
"ASE Emerald G06","ASE G06 Emerald - Clark","PSPL WSPL 1 U11"
"ASE Emerald G06","ASE G06 EMERALD - CLARK (WA)","Les Schwab NW Cup Girls U11 U11"
"ASE Hanson G06","ASE G06 Hanson","Summer Slam Gold/Silver U11"
"ASE Hanson G06","ASE G06 Hanson","PSPL-Inland Copa 1 U11"
"ASE Hanson G06","US G06 HANSON (WA)","River City Cup U11 Girls Gold (2006) U11"
"ASE Hat Tricksters G06","ASE Hat Tricksters","PSPL-Inland Copa 2 U11"
"ASE Hat Tricksters G06","ASE HAT TRICKSTERS (WA)","Les Schwab NW Cup Girls U11 U11"
"Beach FC Gold G06","BEACH FC LB GOLD-PEREZ (CAS)","Surf Cup Super Black U11"
"Beach FC SB G06","BEACH FC BEACH SB G06 (CAS)","Surf Cup Black U11"
"Bellevue United G06","BELLEVUE UNITED FC LEE G06 (WA)","Bigfoot Silver A U11"
"Bellevue United G06","Bellevue United G06 Lee","Crossfire Select U11 Bronze"
"Bellevue United G06","BUFC Select G06 Lee","NPSL Division 2 (06) U11"
"Bend FC Timbers Bachelor G06","Bend FC Timbers 06G BACHELOR","PTT G06 Division 1 White"
"Bend FC Timbers Bachelor G06","BEND FC TIMBERS BFCT 06G BACHELOR (OR)","Bend Premier Cup Adrianna Franch Division U11"
"Bend FC Timbers Bachelor G06","BEND FC TIMBERSBACHELOR","PCU Summer Classic U11 Girls Bronze"
"Bend FC Timbers Deschutes G06","Bend FC Timbers 06G DESCHUTES","PTT G06 Division 1 Red"
"Bend FC Timbers Deschutes G06","BEND FC TIMBERS BFCT 06G DESCHUTES (OR)","Bend Premier Cup Michelle Betos Division U11"
"Bend FC Timbers Deschutes G06","BFCT Deschutes","Beaverton Cup GU11 Silver"
"BIFC Blue G06","Bainbridge Island FC Blue G06","Island Cup GU11"
"BIFC Blue G06","Bainbridge Island FC Blue G06","NPSL Division 2 (06) U11"
"BIFC Blue G06","BIFC G06 Blue","Dungeness Cup GU11 Olympic"
"Blackhills FC Black G06","Blackhills FC G06 Black","River Jam Samba U11"
"Blackhills FC Black G06","Blackhills FC G06 Black A","KITG GU11 Green"
"Blackhills FC Black G06","Blackhills FC G06 Black A","RCL G06 Div 3 9Aside"
"Breakers Red Averett G06","BREAKERS FCBREAKERS FC G06 AVERETT","Pend Orielle Cup Girls Gold"
"Breakers Red Averett G06","IEYSA Breakers FC - Red G06 Averett","PSPL-Inland Copa 2 U11"
"Breakers Red Christy G06","IEYSA Breakers FC - Red G06 Christy","PSPL-Inland Copa 1 U11"
"Breakers Red Christy G06","BREAKERS FCBREAKERS WHITE G06 CHRISTY","Pend Orielle Cup Girls Gold"
"Breakers Red Tobin G06","BREAKERS FC G06 BREAKERS FC - RED - TOBIN (WA)","River City Cup U11 Girls Gold (2006) U11"
"Breakers Red Tobin G06","BREAKERS FCG06 BREAKERS FC - RED - TOBIN","Pend Orielle Cup Girls Gold"
"Breakers Red Tobin G06","IEYSA Breakers FC - Red G06 Tobin","PSPL-Inland Copa 1 U11"
"Breakers Red Tobin G06","BREAKERS FC G06 BREAKERS FC - RED - TOBIN (WA)","Les Schwab NW Cup Girls U11 U11"
"BSC Hood River Black G06","BSC HR 06G Black","PTT G06 Division 2 East"
"BSC Portland Black G06","BSC 06G Black","PTT G06 Division 1 White"
"BSC Portland Gold-Tiempo G06","BSC 06G Gold","PTT G06 Division 2 West"
"Canyon Optimist Inferno G06","INFERNO","Idaho D3 U11 Girls South U11"
"Capital FC Timbers Black G06","Capital FC Timbers 06G Orozco","PTT G06 Division 1 Red"
"Capital FC Timbers Black G06","CFC Timbers G06 Black","Mt Hood Challenge U11 Gold"
"Capital FC Timbers Black G06","CFC Timbers 2006 Girls Black","Capital Cup GU11"
"Capital FC Timbers Black G06","CFCT Girls 2006","Beaverton Cup GU11 Silver"
"Cascade FC Green G06","Cascade FC G06","Skagit Firecracker Silver U11"
"Cascade FC Green G06","Cascade FC G06","Crossfire Select U11 Bronze"
"Cascade FC Green G06","Cascade FC G06","Island Cup GU11"
"Cascade FC Green G06","Cascade FC G06","PSPL Classic 2 U11"
"CBYSA Allen G06","CBYSA G06 Allen","PSPL-Inland Copa 2 U11"
"CDA Slammers FC G06","CDA SLAMMERS FC SALAZAR (CAS)","Surf Cup Black U11"
"Cheney Storm FC G06","IEYSA Storm G06 Klauss","PSPL-Inland Copa 2 U11"
"Cheney Storm FC G06","STORM FC G06 (WA)","River City Challenge Girls U11 (2006) U11"
"Chilliwack FC Selects G06","82 CHILLIWACK FC SELECTS","Baker Blast U11"
"Coastal FC Royals G06","Coastal FC 06F Royal","Starfire Spring Classic GU11"
"Crossfire OR CUSC Cosmos G06","Cosmos","Clash At the Border Gold/Silver U11"
"Crossfire OR CUSC Cosmos G06","CROSSFIRE-CLACKAMAS UNITED COSMOS","PCU Summer Classic U11 Girls Gold"
"Crossfire OR CUSC Cosmos G06","CROSSFIRE-CLACKAMAS UNITED COSMOS (OR)","Oswego Nike Cup Girls U11"
"Crossfire OR CUSC Cosmos G06","CROSSFIRE-CLACKAMAS UNITED COSMOS (OR)","Bend Premier Cup Adrianna Franch Division U11"
"Crossfire OR CUSC Cosmos G06","CUSC 06G Red Watts","PTT G06 Premier"
"Crossfire OR LOSC Blue I-II G06","LOSC BLUE I/II (OR)","Oswego Nike Cup Girls U11"
"Crossfire OR LOSC Blue I-II G06","LOSC G06 Blue I/II","Mt Hood Challenge U11 Silver"
"Crossfire OR LOSC Blue I G06","LOSC 06G Blue 1","PTT G06 Division 1 Red"
"Crossfire OR LOSC Blue II G06","LOSC 06G Blue 2","PTT G06 Division 2 South"
"Crossfire OR SSC Blue I G06","SSC 06G Blue","PTT G06 Division 2 South"
"Crossfire OR SSC Blue I G06","SSC U11 Girls","Beaverton Cup GU11 Silver"
"Crossfire OR SSC Blue I G06","SSC 06G Blue","Chinook Cup U11"
"Crossfire OR WUSC Navy G06","WUSC 06G Navy","PTT G06 Division 1 White"
"Crossfire OR WUSC Navy G06","WUSC 2006G Navy","Mt Hood Challenge U11 Silver"
"Crossfire OR WUSC Navy G06","WUSC 2006G Navy","Summer Slam Gold/Silver U11"
"Crossfire OR WUSC Red G06","WUSC 06G Red","PTT G06 Division 2 South"
"Crossfire OR WUSC White G06","WUSC 2006G","PCU Summer Classic U11 Girls Gold"
"Crossfire OR WUSC White G06","WUSC 2006G (OR)","Oswego Nike Cup Girls U11"
"Crossfire OR WUSC White G06","WUSC 06G White","PTT G06 Premier"
"Crossfire OR WUSC White G06","WUSC 2006G White","Mt Hood Challenge U11 Gold"
"Crossfire OR WUSC White G06","WUSC 2006G White","Summer Slam Gold/Silver U11"
"Crossfire Premier A G06","Crossfire Premier G06 A","RCL G06 Div 1 9Aside"
"Crossfire Premier A G06","CROSSFIRE PREMIER G06 A (WA)","Nike Crossfire Challenge Super 9v9 U11"
"Crossfire Premier A G06","CROSSFIRE PREMIER G2006 A (WA)","Surf Cup Super Black U11"
"Crossfire Premier A G06","CROSSFIREG06 U11A CRUM","Snohomish United Invit Gold"
"Crossfire Premier A G06","CROSSFIREG06 U11A CRUM","NWCL Girls 06"
"Crossfire Premier A G07","CROSSFIRE PREMIER G07 A (WA)","REDAPT Cup Gold U11"
"Crossfire Premier B G06","Crossfire Premier G06 B","RCL G06 Div 2 9Aside"
"Crossfire Premier B G06","Crossfire Premier G06B","Rainier Challenge Copa U11"
"Crossfire Premier B G06","CROSSFIRE PREMIER G06B (WA)","Nike Crossfire Challenge Gold 9v9 U11"
"Crossfire Premier B G06","CROSSFIRE PREMIER G06B (WA)","WA Rush Cup G06 Gold 9v9 U11"
"Crossfire Premier B G06","CROSSFIRE PREMIER G06B (WA)","REDAPT Cup Gold U11"
"Crossfire Premier C G06","Crossfire Premier C G06","KCC GU11"
"Crossfire Premier C G06","Crossfire Premier G06 C","RCL G06 Div 3 9Aside"
"Crossfire Premier C G06","CROSSFIRE PREMIER G06 C (WA)","REDAPT Cup Silver U11"
"Crossfire Premier C G06","CROSSFIRE PREMIER G2006 C (WA)","Nike Crossfire Challenge Gold 9v9 U11"
"Crossfire Premier C G06","CROSSFIRE PREMIERCROSSFIRE PREMIER G2006 C","Snohomish United Invit Silver"
"Crossfire Select Baba G06","Crossfire Select G06 Baba","Crossfire Select U11 Gold Silver Gold-Silver"
"Crossfire Select Baba G06","Crossfire Select G06 Baba","Blast Off G2006 B"
"Crossfire Select Baba G06","Crossfire Select G06 Baba","NPSL Division 1 (06) U11"
"Crossfire Select Baba G06","Crossfire Select GU11 Gold Baba","Island Cup GU11"
"Crossfire Select Gold-Zein G06","85 Crossfire Select G06-Gold-El Zein","Baker Blast U11"
"Crossfire Select Gold-Zein G06","Crossfire Select G06 El Zein","Crossfire Select U11 Gold Silver Gold-Silver"
"Crossfire Select Gold-Zein G06","Crossfire Select G06 El Zein","NPSL Division 1 (06) U11"
"Crossfire Select Gold-Zein G06","CROSSFIRE SELECT G06 EL ZEIN (WA)","REDAPT Cup Silver U11"
"Crossfire Select Leskinen G06","Crossfire Select G06 Leskine","Blast Off G2006 C"
"Crossfire Select Leskinen G06","Crossfire Select G06 Leskinen","Crossfire Select U11 Gold Silver Gold-Silver"
"Crossfire Select Leskinen G06","Crossfire Select G06 Leskinen","NPSL Division 2 (06) U11"
"Crossfire Select Leskinen G06","Crossfire Select GU06 Leskinen","Xtreme Cup GU11"
"CSC Storm G06","CORVALLIS CSC 06G (OR)","Bend Premier Cup Michelle Betos Division U11"
"CSC Storm G06","Corvallis SC 06G","PTT G06 Division 1 Red"
"CSC Storm G06","CSC 06G","Capital Cup GU11"
"CSC Storm G06","CSC 06G","Beaverton Cup GU11 Silver"
"CWSA Navy G06","CENTRAL WASHINGTONCWSA NAVY G06 (BAKKER)","Central WA Super Cup Girls U11 Gold 9v9"
"CWSA Navy G06","CWS G06-07 Navy Bakker","Sounders FC Cup GU11"
"CWSA Navy G06","CWSA Navy G06 (Bakker)","PSPL Classic 2 U11"
"CYSA Timber Barons Green G06","CYSA TIMBER BARONS TIMBER BARONS 06- ANDERSON (WA)","Oswego Nike Cup Girls U11"
