"date","home.team","home.score","away.team","away.score","venue","home.adv","away.adv","surface"
2016-06-10,"West Seattle En Fuego G06",5,"Eastside FC Grey G06",0,"Starfire Spring Classic GU11","neutral","neutral","Turf"
2016-06-10,"Seattle Celtic Green G06",8,"Seattle Celtic Orange G06",0,"Starfire Spring Classic GU11","neutral","neutral","Turf"
2016-06-11,"MRFC Blue G06",9,"FPSC Fury Black G06",2,"Starfire Spring Classic GU11","neutral","neutral","Grass"
2016-06-11,"Coastal FC Royals G06",10,"MIFC Islanders G06",1,"Starfire Spring Classic GU11","neutral","neutral","Grass"
2016-06-11,"Seattle Celtic Green G06",4,"West Seattle En Fuego G06",0,"Starfire Spring Classic GU11","neutral","neutral","Grass"
2016-06-11,"Seattle Celtic Orange G06",6,"Eastside FC Grey G06",0,"Starfire Spring Classic GU11","neutral","neutral","Turf"
2016-06-11,"MIFC Islanders G06",0,"MRFC Blue G06",10,"Starfire Spring Classic GU11","neutral","neutral","Grass"
2016-06-11,"Coastal FC Royals G06",11,"FPSC Fury Black G06",0,"Starfire Spring Classic GU11","neutral","neutral","Grass"
2016-06-11,"Seattle Celtic Orange G06",1,"West Seattle En Fuego G06",4,"Starfire Spring Classic GU11","neutral","neutral","Grass"
2016-06-12,"Eastside FC Grey G06",0,"Seattle Celtic Green G06",12,"Starfire Spring Classic GU11","neutral","neutral","Grass"
2016-06-12,"FPSC Fury Black G06",5,"MIFC Islanders G06",2,"Starfire Spring Classic GU11","neutral","neutral","Grass"
2016-06-12,"MRFC Blue G06",0,"Coastal FC Royals G06",3,"Starfire Spring Classic GU11","neutral","neutral","Grass"
2016-06-12,"Seattle Celtic Green G06",2,"Coastal FC Royals G06",1,"Starfire Spring Classic GU11","neutral","neutral","Grass"
2016-06-17,"Seattle United Tango G06",6,"Harbor Premier Green G06",1,"Rainier Challenge Samba U11","neutral","neutral","Grass"
2016-06-17,"Seattle United Copa G06",1,"PacNW Maroon G06",3,"Rainier Challenge Samba U11","neutral","neutral","Grass"
2016-06-17,"FWFC Blue G06",0,"WPFC Black G06",2,"Rainier Challenge Samba U11","neutral","neutral","Grass"
2016-06-17,"WPFC White G06",5,"PacNW White G06",0,"Rainier Challenge Copa U11","neutral","neutral","Grass"
2016-06-17,"Crossfire Premier B G06",3,"PacNW Blue G06",1,"Rainier Challenge Copa U11","neutral","neutral","Grass"
2016-06-17,"WA Rush Nero G06",1,"PacNW Gold G06",3,"Rainier Challenge Copa U11","neutral","neutral","Grass"
2016-06-17,"NW United Black G06",3,"WA Rush G06",4,"Skagit Firecracker Gold U11","neutral","neutral","Grass"
2016-06-17,"Snohomish United Black G06",1,"GS Surf C G06",0,"Snohomish United Invit Silver","neutral","neutral","Grass"
2016-06-17,"NSC Impact Black G06",3,"Crossfire Premier C G06",7,"Snohomish United Invit Silver","neutral","neutral","Grass"
2016-06-18,"Harbor Premier Green G06",1,"FWFC Blue G06",5,"Rainier Challenge Samba U11","neutral","neutral","Grass"
2016-06-18,"WPFC Black G06",3,"Seattle United Copa G06",3,"Rainier Challenge Samba U11","neutral","neutral","Grass"
2016-06-18,"PacNW Maroon G06",1,"Seattle United Tango G06",2,"Rainier Challenge Samba U11","neutral","neutral","Grass"
2016-06-18,"Harbor Premier Green G06",1,"Seattle United Copa G06",3,"Rainier Challenge Samba U11","neutral","neutral","Grass"
2016-06-18,"PacNW Gold G06",0,"Crossfire Premier B G06",5,"Rainier Challenge Copa U11","neutral","neutral","Grass"
2016-06-18,"PacNW Blue G06",2,"WPFC White G06",1,"Rainier Challenge Copa U11","neutral","neutral","Grass"
2016-06-18,"PacNW White G06",1,"WA Rush Nero G06",1,"Rainier Challenge Copa U11","neutral","neutral","Grass"
2016-06-18,"PacNW Gold G06",0,"WPFC White G06",6,"Rainier Challenge Copa U11","neutral","neutral","Grass"
2016-06-18,"PacNW White G06",0,"Crossfire Premier B G06",4,"Rainier Challenge Copa U11","neutral","neutral","Grass"
2016-06-18,"PacNW Blue G06",5,"WA Rush Nero G06",0,"Rainier Challenge Copa U11","neutral","neutral","Grass"
2016-06-18,"EPIC G06",5,"NW United Black G06",4,"Skagit Firecracker Gold U11","neutral","neutral","Grass"
2016-06-18,"NC Alliance FC G06",3,"WA Rush G06",2,"Skagit Firecracker Gold U11","neutral","neutral","Grass"
2016-06-18,"NC Alliance FC G06",8,"NW United Black G06",0,"Skagit Firecracker Gold U11","neutral","neutral","Grass"
2016-06-18,"WA Rush G06",4,"EPIC G06",1,"Skagit Firecracker Gold U11","neutral","neutral","Grass"
2016-06-18,"Cascade FC Green G06",0,"Richmond FC Red Devils G06",1,"Skagit Firecracker Silver U11","neutral","neutral","Grass"
2016-06-18,"Hammers FC Black G06",5,"NW United Red G06",3,"Skagit Firecracker Silver U11","neutral","neutral","Grass"
2016-06-18,"NW United Red G06",0,"Cascade FC Green G06",7,"Skagit Firecracker Silver U11","neutral","neutral","Grass"
2016-06-18,"Richmond FC Red Devils G06",4,"Hammers FC Black G06",3,"Skagit Firecracker Silver U11","neutral","neutral","Grass"
2016-06-18,"NSGS Academy G06",1,"Crossfire Premier A G06",7,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-18,"NSGS Academy Berry G06",1,"GS Surf A G06",1,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-18,"GS Surf A G06",2,"NSGS Academy G06",1,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-18,"NSGS Academy Berry G06",0,"Crossfire Premier A G06",6,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-18,"Crossfire Premier C G06",3,"Snohomish United Black G06",0,"Snohomish United Invit Silver","neutral","neutral","Grass"
2016-06-18,"GS Surf C G06",0,"NSC Impact Black G06",2,"Snohomish United Invit Silver","neutral","neutral","Grass"
2016-06-19,"WPFC Black G06",3,"Seattle United Tango G06",1,"Rainier Challenge Samba U11","neutral","neutral","Grass"
2016-06-19,"PacNW Maroon G06",0,"FWFC Blue G06",0,"Rainier Challenge Samba U11","neutral","neutral","Grass"
2016-06-19,"WPFC Black G06",3,"Seattle United Tango G06",0,"Rainier Challenge Samba U11","neutral","neutral","Grass"
2016-06-19,"Crossfire Premier B G06",3,"WPFC White G06",1,"Rainier Challenge Copa U11","neutral","neutral","Grass"
2016-06-19,"EPIC G06",1,"NC Alliance FC G06",4,"Skagit Firecracker Gold U11","neutral","neutral","Grass"
2016-06-19,"WA Rush G06",3,"NC Alliance FC G06",2,"Skagit Firecracker Gold U11","neutral","neutral","Grass"
2016-06-19,"Cascade FC Green G06",6,"Hammers FC Black G06",0,"Skagit Firecracker Silver U11","neutral","neutral","Grass"
2016-06-19,"Richmond FC Red Devils G06",5,"NW United Red G06",0,"Skagit Firecracker Silver U11","neutral","neutral","Grass"
2016-06-19,"Richmond FC Red Devils G06",1,"Cascade FC Green G06",0,"Skagit Firecracker Silver U11","neutral","neutral","Grass"
2016-06-19,"NSGS Academy G06",1,"NSGS Academy Berry G06",2,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-19,"Crossfire Premier A G06",4,"GS Surf A G06",1,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-19,"Crossfire Premier A G06",6,"GS Surf A G06",1,"Snohomish United Invit Gold","neutral","neutral","Grass"
2016-06-19,"Crossfire Premier C G06",7,"GS Surf C G06",0,"Snohomish United Invit Silver","neutral","neutral","Grass"
2016-06-19,"Snohomish United Black G06",9,"NSC Impact Black G06",0,"Snohomish United Invit Silver","neutral","neutral","Grass"
2016-06-19,"Crossfire Premier C G06",7,"Snohomish United Black G06",8,"Snohomish United Invit Silver","neutral","neutral","Grass"
2016-06-24,"Chilliwack FC Selects G06",4,"Whatcom FC Rangers Gold G06",0,"Baker Blast U11","neutral","neutral","Grass"
2016-06-24,"PCEFC Blaze -Unk G06",1,"NC Alliance FC G06",3,"Baker Blast U11","neutral","neutral","Grass"
2016-06-24,"Whitecaps FC Prospects G06",4,"Crossfire Select Gold-Zein G06",1,"Baker Blast U11","neutral","neutral","Grass"
2016-06-24,"HSC Lioness G06",6,"Capital FC Timbers Black G06",1,"Capital Cup GU11","neutral","neutral","Unk"
2016-06-24,"CSC Storm G06",0,"ETFC Arsenal Black G06",2,"Capital Cup GU11","neutral","neutral","Unk"
2016-06-24,"Washington Timbers Red 2 G06",6,"PCU Black G06",0,"Clash At the Border Gold/Silver U11","neutral","neutral","Unk"
2016-06-24,"Washington Timbers Red 1 G06",7,"THUSC Oxygen G06",0,"Clash At the Border Gold/Silver U11","neutral","neutral","Unk"
2016-06-24,"Crossfire OR CUSC Cosmos G06",3,"Westside Timbers Samba TS G06",0,"Clash At the Border Gold/Silver U11","neutral","neutral","Unk"
2016-06-24,"Eastside Timbers Black G06",4,"Westside Timbers Copa G06",1,"Clash At the Border Gold/Silver U11","neutral","neutral","Unk"
2016-06-24,"PCU Red G06",7,"ISC Gunners B G06",1,"Clash At the Border Gold/Silver U11","neutral","neutral","Unk"
2016-06-24,"Eastside FC Blue G06",8,"MVP Marauders White G06",2,"RVS Classic GU11","neutral","neutral","Turf"
2016-06-24,"FWFC White G06",2,"Harbor Premier White G06",1,"RVS Classic GU11","neutral","neutral","Turf"
