"team .colname","total .colname","attack .colname","defense .colname","n .colname","region .colname","city .colname","fall.league .colname","other .colname"
"River Plate SC 24K B01",1911,78.33,28.3,30,"OR","NE Portland","",""
"Crossfire Premier B B01",1907,63.75,33.78,35,"WA","Redmond","RCL B01 Div 3",""
"FPSC Fury Black B01",1906,60.46,35.29,30,"WA","Tacoma","PSPL WNPL U17","WA Cup Gold U17"
"Central WA SA White B01",1902,38.97,53.27,13,"WA","Yakima","PSPL Classic - Blue U17","WA Cup Silver U17"
"Seattle United Tango B01",1895,51.98,38.19,35,"WA","Seattle","RCL B01 Div 2, RCL B01 7V2",""
"Kent United Green B01",1891,58.78,32.83,32,"WA","Kent","RCL B01 Div 3",""
"Pacific FC Blue B01",1890,64.78,29.55,18,"WA","Battle Ground","PTT B00 BHS",""
"Spokane Sounders B B01",1888,61.21,30.84,33,"WA","Spokane","RCL B01 Div 3",""
"PSPL Academy B01",1884,57.7,31.67,12,"WA","statewide","",""
"PCSC Cosmos FC B01",1875,50.36,34.28,30,"WA","Tacoma","PSPL WNPL U17","WA Cup Gold U17"
"Breakers Black B01",1866,60.48,26.82,26,"WA","Spokane","PSPL WSPL U17","WA Cup Silver U17"
"Westside Timbers Copa White B01",1857,61.29,24.83,8,"OR","Beaverton","",""
"FC Portland Navy B01",1857,22.53,67.56,32,"OR","Portland","",""
"Eclipse FC B01",1845,54.21,25.85,30,"WA","","PSPL WSPL U17","WA Cup Silver U17"
"FC Nova Gold B01",1844,40.17,34.67,22,"ID","Boise","",""
"Washington East SC B01",1841,69.38,19.57,16,"WA","Spokane","PSPL WSPL U17",""
"WPFC Navy B01",1840,38.91,34.64,40,"WA","Tacoma","RCL B01 Div 3",""
"Cascade Rush Steelheaders B01",1829,46.43,26.88,19,"OR","Bend","",""
"Columbia United Hermiston Heat B01",1827,52.66,23.4,20,"OR","Hermiston","",""
"NPSA Titans White B01",1816,41.46,27.65,23,"WA","Bellevue","PSPL WSPL U17","WA Cup Silver U17"
"Seattle United S Blue B01",1810,44.23,24.77,26,"WA","Seattle","NPSL DIVISION 1 (01) U17",""
"STU Evolution Black B01",1808,45.12,24.04,32,"WA","Tacoma","NPSL DIVISION 1 (01) U17",""
"BSC Portland Gold B01",1806,36.81,29.05,21,"OR","Portland","",""
"Wenatchee Valley United Quincy B01",1806,39.39,27.04,21,"WA","Quincy","PSPL Classic - Blue U17","WA Cup Silver U17"
"WS Strikers B01",1804,28.57,36.85,15,"WA","West Seattle","SSUL B01 18 Div 3",""
"Washington Timbers White 1 B01",1804,29.13,36.03,23,"WA","Vancouver","PTT B00 BHS",""
"MBSOS FC B01",1802,19.7,52.69,10,"WA","","",""
"Eastside Timbers Black B01",1785,28.87,32.04,26,"OR","Gresham","",""
"Snohomish United Red B01",1785,46.36,19.95,33,"WA","Snohomish","RCL B01 Div 4",""
"Blackhills FC Black B01",1785,39.49,23.37,32,"WA","Olympia","RCL B01 Div 4",""
"Wenatchee Valley United Imperio B01",1779,36.64,24.21,10,"WA","Wenatchee","PSPL Classic - Blue U17",""
"Santos FC Vipers B01",1772,26.52,31.71,14,"OR","Forest Grove","",""
"Walla Walla United B01",1772,73.13,11.5,8,"WA","Walla Walla","PSPL Classic - Blue U17",""
"MVP Rapids Navy B01",1766,30.93,26.13,29,"WA","Maple Valley","PSPL WSPL U17","WA Cup Silver U17"
"ETFC Valencia Red B01",1763,32.73,24.2,21,"OR","Eugene","",""
"BIFC Blue B01",1762,32.53,24.2,28,"WA","Bainbridge Island","NPSL DIVISION 2 (01) U17",""
"GS Surf B B01",1761,37.21,20.93,32,"WA","Bothel","RCL B01 Div 3",""
"NSC Green Wave B01",1754,44.12,16.9,31,"WA","Woodinvile","NPSL DIVISION 1 (01) U17",""
"Seattle United Samba B01",1753,27.84,26.63,38,"WA","Seattle","RCL B01 Div 3",""
"THUSC Steel B01",1749,24.94,28.86,24,"OR","Beaverton","",""
"Eastside FC Blue B01",1747,37.03,19.19,24,"WA","Preston","RCL B01 Div 4",""
"Pumas UNAM B01",1744,28.45,24.46,9,"WA","Seattle","",""
"FWFC Select 1 B01",1744,34.44,20.13,15,"WA","Federal Way","NPSL DIVISION 2 (01) U17",""
"Southlake Select Vipers B01",1741,44.42,15.35,27,"WA","Tukwila","NPSL DIVISION 1 (01) U17",""
"Seattle United W Blue B01",1731,33.5,18.91,28,"WA","Seattle","NPSL DIVISION 1 (01) U17",""
"Seattle Celtic Green B01",1726,23.84,25.75,20,"WA","Seattle","PSPL Classic - Red U17","WA Cup Bronze U17"
"Crossfire Select Taylor B01",1721,35.78,16.5,28,"WA","Redmond","NPSL DIVISION 1 (01) U17",""
"FME Xtreme B01",1718,22.86,25.43,24,"WA","Milton","NPSL DIVISION 3 (01) U17",""
"FC Edmonds Riptide B01",1717,33.29,17.29,25,"WA","Edmonds","PSPL WSPL U17",""
"Gala FC B01",1711,19.91,27.81,16,"WA","Marysville","PSPL Classic - Red U17",""
"Capital FC Timbers Red B01",1708,29.41,18.44,21,"OR","Salem","",""
"Tynecastle FC B01",1706,35.87,14.84,19,"WA","Everett","PSPL WNPL U17","WA Cup Gold U17"
"Bend FC Timbers White B01",1701,31.74,16.23,16,"OR","Bend","",""
"Emerald City FC Green B01",1678,23.81,18.52,22,"WA","Seattle","PSPL Classic - Red U17","WA Cup Bronze U17"
"Wenatchee Valley United ML B01",1677,35.78,12.18,13,"WA","Wenatchee","PSPL Classic - Blue U17","WA Cup Silver U17"
"HSC Bayern Crusaders B01",1675,26.61,16.13,15,"OR","Hillsboro","",""
"Whatcom Rangers White B01",1674,27.59,15.51,28,"WA","Bellingham","RCL B01 Div 4",""
"Crossfire Yakima A B01",1668,23.13,17.78,23,"WA","Yakima","RCL B01 Div 2",""
"Westside Timbers Samba B01",1667,22.15,18.45,28,"OR","Beaverton","",""
"PSA Force Black B01",1667,23.41,17.43,25,"WA","Marysville","NPSL DIVISION 2 (01) U17",""
"FWFC Select B01",1661,27.84,14.02,24,"WA","Federal Way","NPSL DIVISION 2 (01) U17",""
"Nortac Sparta Red B01",1655,30.43,12.33,22,"WA","Tacoma","PSPL Classic - Red U17","WA Cup Bronze U17"
"NEU Lazio Blue B01",1653,17.43,21.21,12,"OR","Portland","",""
"PCU Red B01",1649,19.01,18.95,25,"OR","Portland","",""
"RSA Elite B01",1634,25.16,12.92,24,"WA","Puyallup","PSPL Classic - Red U17","WA Cup Bronze U17"
"Washington Timbers Green 2 B01",1604,20.87,12.65,19,"WA","Vancouver","PTT B00 BHS",""
"Westside Timbers Copa TS B01",1601,22.06,11.72,16,"OR","Beaverton","",""
"WS Fireballs B01",1599,18.79,13.53,12,"WA","","SSUL B01 18 Div 3",""
"NW United Red B01",1594,20.3,12.12,25,"WA","Burlington","RCL B01 Div 4",""
"Newport FC Barca B01",1585,19.98,11.52,28,"WA","Bellevue","NPSL DIVISION 2 (01) U17",""
"NWSC Deception FC B01",1566,21.47,9.4,21,"WA","Oak Harbor","NPSL DIVISION 3 (01) U17",""
"ISC Gunners B B01",1564,17.31,11.55,27,"WA","Issaquah","PSPL Classic - Blue U17","WA Cup Bronze U17"
"FC Spokane Triplett B01",1523,17.67,8.53,18,"WA","Spokane","PSPL Copa - East U18-19",""
"NSC White B01",1522,15.91,9.37,23,"WA","Woodinvile","NPSL DIVISION 3 (01) U17",""
"Crossfire Select Perry B01",1520,15.58,9.46,22,"WA","Redmond","NPSL DIVISION 3 (01) U17",""
"Bellevue United Select B01",1512,24.3,5.73,18,"WA","Bellevue","NPSL DIVISION 2 (01) U17",""
"WS Thundebirds B01",1512,20.22,6.89,12,"WA","West Seattle","NPSL DIVISION 3 (01) U17",""
"NK Havoc B01",1501,15.39,8.36,17,"WA","Poulsbo","NPSL DIVISION 2 (01) U17",""
"Seattle United Shoreline Blue B01",1487,14.89,7.87,30,"WA","Shoreline","NPSL DIVISION 2 (01) U17",""
"IFC Red B01",1454,13.64,6.8,22,"WA","Issaquah","NPSL DIVISION 3 (01) U17",""
"Harbor Barracudas B01",1441,13.42,6.32,11,"WA","Gig Harbor","SSUL B01 18 Div 3",""
"MpVSA Avalance B01",1418,14.38,5.03,12,"WA","Maple Valley","SSUL B01 18 Div 3",""
"RSA Elite B B01",1363,10.09,4.92,12,"WA","Puyallup","PSPL Classic - Blue U17","WA Cup Bronze U17"
"PCU Black B01",1322,5.64,6.6,15,"OR","Portland","",""
"Shoreline Sportsverrou B01",1251,5.38,4.24,10,"WA","Shoreline","PSPL Classic - Red U17",""
