"date","home.team","home.score","away.team","away.score","venue","home.adv","away.adv","surface"
2017-06-02,"FPSC Fury Black G00",3,"Crossfire Premier ECNL G01",1,"Showcase of Champions Girls U18 / 17","neutral","neutral","Grass"
2017-06-02,"ASE Emerald G00",1,"PCU Red G00",0,"Showcase of Champions Girls U18 / 17","neutral","neutral","Grass"
2017-06-03,"ASE Emerald G00",4,"ISC Gunners A G00",3,"Showcase of Champions Girls U18 / 17","neutral","neutral","Grass"
2017-06-03,"FPSC Fury Black G00",4,"PCU Red G00",1,"Showcase of Champions Girls U18 / 17","neutral","neutral","Grass"
2017-06-03,"ISC Gunners A G00",1,"Crossfire Premier ECNL -Unk G00",1,"Showcase of Champions Girls U18 / 17","neutral","neutral","Grass"
2017-06-03,"Crossfire Premier ECNL G01",2,"PCU Red G00",0,"Showcase of Champions Girls U18 / 17","neutral","neutral","Grass"
2017-06-03,"ASE Emerald G00",1,"Crossfire Premier ECNL -Unk G00",2,"Showcase of Champions Girls U18 / 17","neutral","neutral","Grass"
2017-06-04,"Crossfire Premier ECNL G01",0,"ISC Gunners A G00",0,"Showcase of Champions Girls U18 / 17","neutral","neutral","Grass"
2017-06-04,"PCU Red G00",0,"Crossfire Premier ECNL -Unk G00",7,"Showcase of Champions Girls U18 / 17","neutral","neutral","Grass"
2017-06-04,"FPSC Fury Black G00",0,"ISC Gunners A G00",2,"Showcase of Champions Girls U18 / 17","neutral","neutral","Grass"
2017-06-04,"Crossfire Premier ECNL G01",0,"ASE Emerald G00",1,"Showcase of Champions Girls U18 / 17","neutral","neutral","Grass"
2017-06-04,"FPSC Fury Black G00",1,"Crossfire Premier ECNL -Unk G00",2,"Showcase of Champions Girls U18 / 17","neutral","neutral","Grass"
2017-06-16,"ISC Gunners B G00",1,"CSC Velocity Green G00",1,"Starfire Spring Classic GU17-18","neutral","neutral","Turf"
2017-06-16,"Crossfire Select Granston G01",2,"ISC Gunners B G00",0,"Starfire Spring Classic GU17-18","neutral","neutral","Turf"
2017-06-17,"Seattle United Copa G02",7,"CSC Velocity Green G00",0,"Starfire Spring Classic GU17-18","neutral","neutral","Unk"
2017-06-17,"ISC Gunners B G00",0,"Fraser Valley FC Selects G01",3,"Starfire Spring Classic GU17-18","neutral","neutral","Turf"
2017-06-17,"ISC Gunners B G00",0,"Crossfire Select Granston G01",6,"Starfire Spring Classic GU17-18","neutral","neutral","Turf"
2017-06-17,"Crossfire Select Granston G01",0,"Fraser Valley FC Selects G01",0,"Starfire Spring Classic GU17-18","neutral","neutral","Turf"
2017-06-17,"ISC Gunners B G00",4,"CSC Velocity Green G00",1,"Starfire Spring Classic GU17-18","neutral","neutral","Turf"
2017-06-17,"ISC Gunners B G00",0,"Seattle United Copa G02",6,"Starfire Spring Classic GU17-18","neutral","neutral","Turf"
2017-06-18,"Fraser Valley FC Selects G01",1,"Seattle United Copa G02",0,"Starfire Spring Classic GU17-18","neutral","neutral","Turf"
2017-06-18,"Crossfire Select Granston G01",1,"Fraser Valley FC Selects G01",0,"Starfire Spring Classic GU17-18","neutral","neutral","Turf"
2017-07-14,"WA Rush G00",2,"ASE Emerald G00",1,"Nike Crossfire Challenge Super Group U18","neutral","neutral","Grass"
