"date","home.team","home.score","away.team","away.score","venue","home.adv","away.adv","surface"
2017-06-16,"New Millenium FC Vikings G04",1,"NW United Black G04",9,"Skagit Firecracker Div. 1 U14","neutral","neutral","Grass"
2017-06-16,"WA Rush Nero G04",3,"NC Alliance FC G04",0,"Skagit Firecracker Div. 2 U14","neutral","neutral","Grass"
2017-06-16,"RSA Elite Black G04",1,"ISC Gunners C G04",0,"Starfire Spring Classic GU14","neutral","neutral","Turf"
2017-06-16,"Emerald City FC Green G04",0,"Seattle Celtic Green G04",2,"Starfire Spring Classic GU14","neutral","neutral","Turf"
2017-06-16,"Highline Premier Blue G04",0,"Kitsap Alliance Red G04",2,"Starfire Spring Classic GU14","neutral","neutral","Turf"
2017-06-16,"West Vancouver Rangers G04",0,"GS Surf A G04",4,"Starfire Spring Classic GU14","neutral","neutral","Turf"
2017-06-16,"Fraser Valley FC G04",1,"ISC Gunners B G04",0,"Starfire Spring Classic GU14","neutral","neutral","Turf"
2017-06-17,"Snohomish United Red G04",0,"New Millenium FC Vikings G04",7,"Skagit Firecracker Div. 1 U14","neutral","neutral","Grass"
2017-06-17,"NW United Black G04",2,"Richmond FC Strikers G04",1,"Skagit Firecracker Div. 1 U14","neutral","neutral","Grass"
2017-06-17,"New Millenium FC Vikings G04",1,"Richmond FC Strikers G04",8,"Skagit Firecracker Div. 1 U14","neutral","neutral","Grass"
2017-06-17,"NSC Black Pride G04",1,"Richmond FC Galaxy G04",4,"Skagit Firecracker Div. 2 U14","neutral","neutral","Grass"
2017-06-17,"Snohomish United -Unk G04",1,"WA Rush Nero G04",1,"Skagit Firecracker Div. 2 U14","neutral","neutral","Grass"
2017-06-17,"Richmond FC Galaxy G04",0,"WA Rush Nero G04",3,"Skagit Firecracker Div. 2 U14","neutral","neutral","Grass"
2017-06-17,"Snohomish United -Unk G04",8,"NC Alliance FC G04",0,"Skagit Firecracker Div. 2 U14","neutral","neutral","Grass"
2017-06-17,"ISC Gunners B G04",0,"Emerald City FC Green G04",1,"Starfire Spring Classic GU14","neutral","neutral","Grass"
2017-06-17,"Fraser Valley FC G04",0,"Seattle Celtic Green G04",4,"Starfire Spring Classic GU14","neutral","neutral","Grass"
2017-06-17,"Kitsap Alliance Red G04",3,"RSA Elite Black G04",2,"Starfire Spring Classic GU14","neutral","neutral","Grass"
2017-06-17,"ISC Gunners C G04",0,"West Vancouver Rangers G04",7,"Starfire Spring Classic GU14","neutral","neutral","Turf"
2017-06-17,"Highline Premier Blue G04",0,"GS Surf A G04",7,"Starfire Spring Classic GU14","neutral","neutral","Turf"
2017-06-17,"Emerald City FC Green G04",1,"Fraser Valley FC G04",0,"Starfire Spring Classic GU14","neutral","neutral","Grass"
2017-06-17,"West Vancouver Rangers G04",2,"Highline Premier Blue G04",1,"Starfire Spring Classic GU14","neutral","neutral","Turf"
2017-06-17,"RSA Elite Black G04",1,"GS Surf A G04",4,"Starfire Spring Classic GU14","neutral","neutral","Grass"
2017-06-17,"ISC Gunners C G04",0,"Kitsap Alliance Red G04",1,"Starfire Spring Classic GU14","neutral","neutral","Grass"
2017-06-17,"Seattle Celtic Green G04",2,"ISC Gunners B G04",0,"Starfire Spring Classic GU14","neutral","neutral","Unk"
2017-06-18,"NW United Black G04",5,"Snohomish United Red G04",0,"Skagit Firecracker Div. 1 U14","neutral","neutral","Grass"
2017-06-18,"Richmond FC Strikers G04",6,"Snohomish United Red G04",1,"Skagit Firecracker Div. 1 U14","neutral","neutral","Grass"
2017-06-18,"Richmond FC Strikers G04",2,"NW United Black G04",1,"Skagit Firecracker Div. 1 U14","neutral","neutral","Grass"
2017-06-18,"WA Rush Nero G04",4,"NSC Black Pride G04",0,"Skagit Firecracker Div. 2 U14","neutral","neutral","Grass"
2017-06-18,"Richmond FC Galaxy G04",0,"Snohomish United -Unk G04",6,"Skagit Firecracker Div. 2 U14","neutral","neutral","Grass"
2017-06-18,"NC Alliance FC G04",7,"NSC Black Pride G04",0,"Skagit Firecracker Div. 2 U14","neutral","neutral","Grass"
2017-06-18,"WA Rush Nero G04",1,"Snohomish United -Unk G04",0,"Skagit Firecracker Div. 2 U14","neutral","neutral","Grass"
2017-06-18,"Kitsap Alliance Red G04",0,"West Vancouver Rangers G04",3,"Starfire Spring Classic GU14","neutral","neutral","Turf"
2017-06-18,"GS Surf A G04",2,"Seattle Celtic Green G04",1,"Starfire Spring Classic GU14","neutral","neutral","Turf"
2017-06-18,"West Vancouver Rangers G04",0,"GS Surf A G04",4,"Starfire Spring Classic GU14","neutral","neutral","Turf"
2017-06-23,"Silver FC Epic G04",0,"Whatcom FC Rangers Blue G04",6,"Baker Blast U14","neutral","neutral","Grass"
2017-06-23,"Blackhills FC Black G04",5,"Whatcom FC Rangers White G04",0,"Baker Blast U14","neutral","neutral","Grass"
2017-06-23,"CCB Strikers G04",2,"Chilliwack FC Attack G04",0,"Baker Blast U14","neutral","neutral","Grass"
2017-06-23,"ETFC Akers Black G04",1,"Westside Timbers Copa TS G04",1,"Clash At the Border Super","neutral","neutral","Grass"
2017-06-23,"Washington Timbers Red 1 G04",4,"Three Rivers SC Black G04",1,"Clash At the Border Super","neutral","neutral","Grass"
2017-06-23,"Washington Timbers Red 2 G04",2,"ETFC Akers Black G04",3,"Clash At the Border Super","neutral","neutral","Grass"
