"name","alt.name","venue"
"","AC Brea - 0308 - B03 RED","FWRL CAS B03"
"","AJAX EAST BAY 03B HAVOC","FWRL CAN CRL U15"
"","Alaska Eclipse 03B (AK) (SC)","Far West Regionals U14"
"","ALMADEN FC MERCURY 03B GREEN","FWRL CAN CRL U15"
"","ALUM ROCK YSL AR INTER MILAN 03","FWRL CAN CRL U15"
"","AYSC Arsenal 03B (AK)","Region IV Pres Cup U14"
"","Boca Juniors LA - B2003 White","FWRL CAS B03"
"","BROOMFIELD BLAST SC 03 BOYS PRESTIGE","FWRL Desert 2003 U15"
"","Catalunya FC 2003B Academy (CO) (SC)","Far West Regionals U14"
"","CCYSL COBRAS","FWRL CAN At Large U15"
"","CO STORM FC 03B SELECT DEACON","FWRL Desert 2003 U15"
"","Colorado Rapids Youth Burgundy (CO)","Region IV Pres Cup U14"
"","Downtown LA Soccer Club 03 (CA-S)","Region IV Pres Cup U14"
"","ECFC United 03 (CA-N) (SC)","Far West Regionals U14"
"","ECFC UNITED 03B","FWRL CAN CRL U15"
"","FBSL TUZOS ACADEMY 03","FWRL Desert 2003 U15"
"","FC Spokane BU00/01 Triplett","PSPL Copa - East U15"
"","Fire FC 03 Blue Liverpool IA-UT (UT)","Region IV Pres Cup U14"
"","FSC Force 03B (MT)","Region IV Pres Cup U14"
"","Fullerton Rangers B03 White","FWRL CAS B03"
"","Gremio fc 03 premier (UT)","Region IV Pres Cup U14"
"","IDAHO STORM THUNDER","Idaho D3 U15/U16 Division 1 U15"
"","LA ROCA FC LA ROCA S-CS","FWRL Desert 2003 U15"
"","La Roca S CS (UT) (FWD)","Far West Regionals U14"
"","LIVERMORE FUSION SC 03 BOYS MAROON","FWRL CAN At Large U15"
"","LVSA '03 BOYS SILVER","FWRL Desert 2003 U15"
"","LVSA 03 Silver (NV) (SC)","Far West Regionals U14"
"","MSC 2003B GOLD","Idaho D3 U15 Division 2 U15"
"","Rush 03B (HI) (SC)","Far West Regionals U14"
"","Santa Barbara S.C. B2003Premier","FWRL CAS B03"
"","TVSC 03 Boys Blue (AZ) (SC)","Far West Regionals U14"
"","Visalia Galaxy Strikers (CA-N)","Region IV Pres Cup U14"
"3 Rivers Black B03","3RSC B03 RCL Black","RCL B03 Div 3"
"3 Rivers Black B03","THREE RIVERS 3RSC B03 RCL BLACK (WA)","Nike Crossfire Challenge Gold Group U15"
"3 Rivers Black B03","THREE RIVERS 3RSC B03 RCL BLACK","WA Rush Cup BU15 Silver"
"3 Rivers White B03","Three Rivers Soccer Club 3RSC B03 PSPL white","PSPL Copa 1 - East U15"
"3 Rivers White B03","3 Rivers PSPL B03 White","Crossfire Select U15 Silver"
"4-H Atletico B03","4-H 03B Atletico Ever","PTT B03 Division 1 White"
"4-H Atletico B03","AC ATLETICO FC 03","Clash At the Border Division 1 Gold/Silver"
"4-H FC Joga B03","4H FC JOGA B03 (OR)","Nike Crossfire Challenge Gold Group U15"
"4-H McMinnville United B03","4-H 03B McMinnville United","PTT B03 Division 1 Green"
