"team .colname","total .colname","attack .colname","defense .colname","n .colname","region .colname","city .colname","fall.league .colname","other .colname"
"FC Nova Gold JP B05",1100,5.7,1.41,18,"ID","Boise","Idaho D3 Div 1 U13",""
"Eastside FC White B05",1098,4.87,1.62,36,"WA","Preston","RCL B05 Div 1",""
"Seattle United Tango B05",1096,4.39,1.77,39,"WA","Seattle","RCL B05 Div 2",""
"NPSA Titans Navy B05",1094,3.61,2.13,34,"WA","Bellevue","PSPL WSPL 2 U13",""
"New Millenium FC Furia Azul B05",1093,4.34,1.75,13,"WA","Burlington","",""
"TSS Academy Copa B05",1091,3.54,2.12,9,"OR","","",""
"CSC Storm Navy B05",1090,3.23,2.31,33,"OR","Corvallis","PTT B05 Div 1 White",""
"LYS Red B05",1085,4.47,1.62,35,"OR","","PTT B05 Div 1 Green NW",""
"Spokane Pumas B05",1083,4.52,1.57,26,"WA","Spokane","PSPL WNPL U13",""
"Whatcom Rangers Gold B05",1082,3.87,1.83,33,"WA","Bellingham","RCL B05 Div 3",""
"Sting SC Timbers Red B05",1080,3.64,1.92,35,"ID","Coeur D'Alene","PSPL WSPL 1 U13",""
"Crossfire Premier B B05",1079,3.69,1.87,40,"WA","Redmond","RCL B05 Div 1",""
"FC Portland Navy B05",1068,3.32,1.93,33,"OR","Portland","PTT B05 Premier",""
"Crossfire Yakima A B05",1068,2.98,2.15,18,"WA","Yakima","RCL B05 Div 3",""
"David Douglas Piamonte B05",1067,4.05,1.58,30,"OR","","PTT B05 Div 1 Green NW",""
"Aguilas Seattle FC Lions B05",1066,3.97,1.6,10,"WA","","PSPL Classic 1 - West U13",""
"Liga Tlaxtli FC Quevedo B05",1065,3.28,1.92,11,"WA","","",""
"Southside SC Azul B05",1062,2.84,2.16,32,"OR","Tigard","PTT B05 Div 1 Green SE",""
"BUSC Elite FC B05",1061,3.07,1.98,22,"OR","Klamath Falls","PTT B05 Div 1 Green NW",""
"FWFC Blue B05",1060,3.21,1.88,30,"WA","Federal Way","RCL B05 Div 3",""
"Idaho Rush Premier B05",1057,3.39,1.76,10,"ID","Boise","Idaho D3 Div 1 U13",""
"Crossfire Select Pratt B05",1055,3.21,1.82,30,"WA","Redmond","NPSL DIVISION 1 (05) U13",""
"Santos FC Super Juniors B05",1044,2.81,1.93,13,"OR","Hubbard","PTT B05 Div 2 White NW",""
"Emerald City FC Green B05",1043,3.82,1.41,26,"WA","Seattle","PSPL WSPL 2 U13",""
"NW United Black B05",1038,3.41,1.53,40,"WA","Burlington","RCL B05 Div 1",""
"WPFC White B05",1036,3.2,1.61,39,"WA","Tacoma","RCL B05 Div 3",""
"PacNW Blue B05",1036,3.26,1.57,38,"WA","Tukwila","RCL B05 Div 2",""
"ISC Gunners A B05",1035,3,1.7,36,"WA","Issaquah","PSPL WSPL 1 U13",""
"PVSC United Real B05",1034,2.24,2.26,14,"ID","Pocatello","",""
"Impact FC Black B05",1034,3.01,1.68,32,"WA","Renton","PSPL WSPL 1 U13",""
"ETFC Marseille Red B05",1029,3.35,1.46,30,"OR","Eugene","PTT B05 Div 1 White",""
"SESC Kings Blue B05",1029,3.58,1.36,29,"OR","Portland","PTT B05 Div 1 Green NW",""
"Nortac Hounds B05",1018,2.32,1.95,13,"WA","Tacoma","SSUL B05 14 Div 2",""
"LYS Black B05",1015,3.04,1.46,26,"OR","","PTT B05 Div 1 White","OYS Founders Cup B05"
"Kent City Red B05",1010,4.13,1.04,13,"WA","Kent","PSPL WSPL 1 U13",""
"WUFC Gold B05",1000,2.59,1.54,27,"OR","","PTT B05 Div 1 Green SE",""
"LWPFC White Arapaimas B05",996,3.2,1.21,31,"WA","Redmond","PSPL Classic 2 - West U13",""
"WAFC Coyotes B05",995,2.45,1.58,18,"OR","Woodburn","PTT B05 Div 2 Green",""
"Canyon Optimist Inferno B05",987,2.2,1.67,22,"ID","Caldwell","Idaho D3 Div 2 U13",""
"Westside Timbers Copa B05",982,2.48,1.42,45,"OR","Beaverton","PTT B05 Premier",""
"Tri-Cities Nacional B05",981,2.06,1.69,14,"WA","","PSPL Copa 1 - East Blue U13",""
"NEU White B05",978,2.64,1.3,30,"OR","Portland","PTT B05 Div 1 White",""
"Seattle Celtic White B05",975,2.06,1.64,27,"WA","Seattle","PSPL Classic 2 - West U13",""
"Aloha United Atletico Black B05",975,2.63,1.28,29,"OR","Beaverton","PTT B05 Div 1 White",""
"Eclipse FC Aguilitos del America B05",973,3.66,0.91,19,"WA","","PSPL Classic 1 - West U13",""
"Spokane Sounders B B05",966,2.17,1.46,19,"WA","Spokane","RCL B05 Div 3",""
"Eastside FC Blue B05",961,1.79,1.71,40,"WA","Preston","RCL B05 Div 2",""
"PCU Red 1 B05",957,3.18,0.93,21,"OR","Portland","PTT B05 Div 1 White",""
"Blackhills FC Black B05",954,2.8,1.04,36,"WA","Olympia","RCL B05 Div 2",""
"Highline Premier Heat Blue B05",949,2.56,1.1,31,"WA","Burien","PSPL WSPL 2 U13",""
"Washington Timbers Red 2 B05",945,2.82,0.97,26,"WA","Vancouver","PTT B05 Premier",""
"GS Surf A B05",944,2.53,1.07,39,"WA","Bothel","RCL B05 Div 2",""
"Crossfire Premier C B05",940,3.36,0.79,35,"WA","Redmond","RCL B05 Div 2",""
"LSDSC United White B05",926,2.24,1.07,11,"WA","","SSUL B05 14 Div 2",""
"Idaho Rush Nero B05",919,1.99,1.15,9,"ID","Boise","Idaho D3 Div 2 U13",""
"Foothills SC Celtic Green B05",915,1.58,1.41,27,"OR","Portland","PTT B05 Div 1 Green NW",""
"Whatcom Rangers Blue B05",909,2.39,0.89,35,"WA","Bellingham","RCL B05 Div 4",""
"GS Surf B B05",907,2.81,0.75,40,"WA","Bothel","RCL B05 Div 3",""
"Pumas UNAM B05",906,1.93,1.08,32,"WA","Seattle","PSPL Classic 1 - West U13",""
"NK Force B05",906,1.93,1.08,18,"WA","Poulsbo","PSPL Copa 1 - West U13",""
"WUSC White B05",901,1.84,1.09,28,"OR","Willamette","PTT B05 Div 1 White",""
"TC United Navy B05",900,1.69,1.18,25,"WA","Lacey","PSPL WSPL 2 U13",""
"PacNW White B05",899,2.23,0.89,45,"WA","Tukwila","RCL B05 Div 4",""
"BIFC Blue B05",896,2.39,0.82,26,"WA","Bainbridge Island","NPSL DIVISION 2 (05) U13",""
"Real Middleton Juventus B05",896,2.6,0.75,13,"ID","Middleton","Idaho D3 Div 2 U13",""
"FC Edmonds B05",893,1.34,1.42,27,"WA","Edmonds","PSPL Classic 2 - West U13",""
"4-H McMinnville United B05",892,2.48,0.76,16,"OR","","PTT B05 Div 1 Green SE",""
"Seattle United Shoreline Blue B05",888,1.96,0.94,36,"WA","Shoreline","NPSL DIVISION 2 (05) U13",""
"3 Rivers White B05",886,2.03,0.89,26,"WA","Pasco","PSPL Copa 1 - East Red U13",""
"Oregon Trail SC Strikers B05",885,3.05,0.59,17,"OR","","PTT B05 Div 2 White SE",""
"Seattle United W Blue B05",882,2.42,0.73,32,"WA","Seattle","NPSL DIVISION 1 (05) U13",""
"4-H Cosmos B05",876,2.23,0.76,25,"OR","","PTT B05 Div 1 Green SE",""
"RSA Elite B05",872,1.57,1.05,36,"WA","Puyallup","PSPL WSPL 2 U13",""
"FC Spokane Cooper B05",865,2.16,0.73,20,"WA","Spokane","PSPL WSPL 1 U13",""
"Harbor Premier Green B05",865,2.16,0.73,28,"WA","Gig Harbor","RCL B05 Div 3",""
"Idaho Arsenal United B05",864,1.87,0.83,23,"ID","Nampa","Idaho D3 Div 1 U13",""
"HSC Boca Jrs B05",863,1.65,0.94,30,"OR","Hillsboro","PTT B05 Div 1 White","OYS Founders Cup B05"
"FC Portland White B05",863,1.75,0.88,31,"OR","Portland","PTT B05 Div 1 Green NW",""
"PSA Force Black B05",857,1.59,0.93,19,"WA","Marysville","NPSL DIVISION 2 (05) U13",""
"MVP Rapids Navy B05",856,1.45,1.02,31,"WA","Maple Valley","PSPL Classic 1 - West U13",""
"Nortac Sparta Red B05",856,1.04,1.42,26,"WA","Tacoma","PSPL Classic 1 - West U13",""
"WA Rush B05",855,1.81,0.81,38,"WA","Everett","RCL B05 Div 3",""
"WAFC Coyotitos B05",854,2.04,0.71,10,"OR","Woodburn","PTT B05 Div 1 Green SE",""
"Breakers Black B05",853,1.58,0.92,32,"WA","Spokane","PSPL WNPL U13",""
"Washington Timbers White 1 B05",852,1.95,0.74,29,"WA","Vancouver","PTT B05 Div 1 White",""
"LOSC Green I B05",848,1.39,1,23,"OR","Lake Oswego","PTT B05 Div 1 White",""
"Bend FC Timbers White B05",847,1.79,0.77,29,"OR","Bend","PTT B05 Div 2 White SE",""
"Timber Barons B05",847,2.42,0.57,24,"WA","Longview","PTT B05 Div 1 White",""
"4-H Toros FC B05",842,1.92,0.69,12,"OR","","",""
"River Plate SC Tiburones B05",831,2.13,0.58,13,"OR","NE Portland","PTT B05 Div 1 Green SE",""
"Fuerza FC Academy B05",826,1.63,0.74,27,"WA","Marysville","PSPL Copa 1 - West U13",""
"Boise Nationals Timbers Red B05",825,2.01,0.59,16,"ID","Boise","Idaho D3 Div 2 U13",""
"UPSC United White B05",825,1.3,0.91,12,"WA","University Place","SSUL B05 14 Div 2",""
"Crossfire Select Zlateff B05",818,1.15,0.98,32,"WA","Redmond","NPSL DIVISION 1 (05) U13",""
"FC Nova Red B05",812,1.35,0.8,20,"ID","Boise","Idaho D3 Div 2 U13",""
"Snohomish United Red B05",811,1.37,0.79,21,"WA","Snohomish","",""
"BSC Portland Black B05",810,1.43,0.75,25,"OR","Portland","PTT B05 Div 1 White","OYS Founders Cup B05"
"ETFC Marseille White B05",805,1.28,0.81,27,"OR","Eugene","PTT B05 Div 2 White NW","OYS Founders Cup B05"
"YCSC Crew B05",803,2.02,0.51,15,"OR","","PTT B05 Div 2 Green","OYS Founders Cup B05"
"Wenatchee Valley United B05",803,1.56,0.66,18,"WA","Wenatchee","PSPL Copa 1 - East Blue U13",""
"Southside SC Blanco B05",801,1.29,0.78,31,"OR","Tigard","PTT B05 Div 2 White SE","OYS Founders Cup B05"
"Eastside FC Grey B05",801,1.33,0.76,29,"WA","Preston","RCL B05 Div 3",""
"BSC HR Black B05",800,1.49,0.67,18,"OR","Portland","PTT B05 Div 1 Green SE",""
"Shoreline Sportsverrou B05",800,1.91,0.52,19,"WA","Shoreline","PSPL Copa 1 - West U13",""
"Cascade FC Green B05",799,1.09,0.9,31,"WA","North Bend","PSPL Classic 2 - West U13",""
"LWPFC White Orcas B05",797,1.31,0.75,20,"WA","Redmond","PSPL Copa 1 - West U13",""
"Seattle United S Blue B05",797,1.21,0.81,26,"WA","Seattle","NPSL DIVISION 1 (05) U13",""
"Bend FC Timbers Black B05",795,1.05,0.92,19,"OR","Bend","PTT B05 Div 2 White NW",""
"Seattle Celtic Orange B05",791,1.47,0.64,29,"WA","Seattle","PSPL Classic 3 - West U13",""
"NEU Blue B05",790,1.43,0.66,26,"OR","Portland","PTT B05 Div 2 White NW","OYS Founders Cup B05"
"Storm King B05",788,2.01,0.46,17,"WA","Port Angeles","NPSL DIVISION 2 (05) U13",""
"Cascade Rush Rampage B05",786,1.39,0.65,19,"OR","Bend","PTT B05 Div 2 White SE",""
"Nortac Colibri B05",781,1.42,0.62,30,"WA","Tacoma","NPSL DIVISION 1 (05) U13",""
"WPFC Navy B05",780,1.7,0.51,19,"WA","Tacoma","",""
"Newport FC A B05",774,1.18,0.71,25,"WA","Bellevue","NPSL DIVISION 1 (05) U13",""
"Snohomish United Black B05",766,1.3,0.61,29,"WA","Snohomish","RCL B05 Div 4",""
"Pacific FC Rangers B05",762,1.31,0.58,28,"WA","Battle Ground","PTT B05 Div 1 White",""
"UPSC Crusaders B05",755,1.14,0.64,15,"WA","University Place","SSUL B05 14 Div 2",""
"Washington Timbers White 2 B05",755,1.11,0.66,28,"WA","Vancouver","PTT B05 Div 2 White SE","OYS Founders Cup B05"
"Eastside Timbers Red B05",755,1.16,0.63,25,"OR","Gresham","PTT B05 Div 2 White SE","OYS Founders Cup B05"
"Southlake Select Red B05",748,1.21,0.58,22,"WA","Newcastle","NPSL DIVISION 2 (05) U13",""
"SESC Kings White B05",748,1.09,0.64,29,"OR","Portland","PTT B05 Div 2 White NW","OYS Founders Cup B05"
"LCYSA Arsenal B05",747,1.35,0.51,19,"OR","Astoria","PTT B05 Div 2 Green",""
"Santos FC FGSC B05",745,1.33,0.51,14,"OR","Hubbard","PTT B05 Div 1 Green NW",""
"NSC Synergy White B05",744,0.9,0.75,17,"WA","Woodinvile","",""
"Capital FC Timbers Black B05",744,1.24,0.55,23,"OR","Salem","PTT B05 Div 2 Green",""
"Hawks SC B05",740,1.15,0.57,22,"WA","Pullman","PSPL Copa 1 - East Blue U13",""
"Eastside Timbers Black B05",739,1.6,0.41,15,"OR","Gresham","",""
"Seattle Celtic Black B05",738,0.97,0.67,18,"WA","Seattle","PSPL Copa 1 - West U13",""
"FPSC Fury Black B05",737,1.18,0.55,27,"WA","Tacoma","PSPL WSPL 2 U13",""
"ISC Gunners B B05",734,0.86,0.73,30,"WA","Issaquah","PSPL Classic 1 - West U13",""
"NSC White B05",732,1.12,0.56,11,"WA","Woodinvile","NPSL DIVISION 2 (05) U13",""
"Wenatchee Valley United Sounders B05",730,1.03,0.6,9,"WA","Wenatchee","PSPL Copa 1 - East Red U13",""
"CUSC Red B05",726,0.93,0.65,21,"OR","Clackamas","PTT B05 Div 2 Green","OYS Founders Cup B05"
"THUSC Krypton B05",719,0.59,0.98,17,"OR","Beaverton","PTT B05 Div 2 Green",""
"Dragons FC B05",718,1.07,0.53,13,"WA","Seattle","PSPL Copa 1 - West U13",""
"Norpoint FC B05",716,0.86,0.65,23,"WA","Tacoma","NPSL DIVISION 1 (05) U13",""
"Kent United Green B05",715,1.55,0.36,26,"WA","Kent","SSUL B05 14 Div 2",""
"Crossfire Premier D B05",709,1.33,0.4,37,"WA","Redmond","RCL B05 Div 4",""
"PSC B05",708,1.28,0.41,10,"WA","Puyallup","PSPL Copa 1 - West U13",""
"Whatcom Rangers White B05",706,0.85,0.61,23,"WA","Bellingham","NPSL DIVISION 3 (05) U13",""
"HSC United B05",703,1.04,0.49,14,"OR","Hillsboro","PTT B05 Div 2 White NW",""
"ISC Gunners C B05",703,0.82,0.62,32,"WA","Issaquah","PSPL Classic 3 - West U13",""
"Blackhills FC Red B05",701,0.89,0.56,31,"WA","Olympia","RCL B05 Div 4",""
"Kent City White B05",697,0.72,0.68,24,"WA","Kent","PSPL Classic 2 - West U13",""
"FC Salmon Creek Blue B05",691,0.89,0.53,24,"WA","Salmon Creek","PTT B05 Div 2 White SE","OYS Founders Cup B05"
"Mukilteo Rush B05",687,0.9,0.51,28,"WA","Mukilteo","NPSL DIVISION 2 (05) U13",""
"WUSC Navy B05",684,1.31,0.34,21,"OR","Willamette","PTT B05 Div 2 White SE","OYS Founders Cup B05"
"WFA Warriors B05",682,0.99,0.45,10,"WA","","PSPL Classic 1 - West U13",""
"Bellevue United Select B05",678,0.75,0.57,21,"WA","Bellevue","NPSL DIVISION 3 (05) U13",""
"South Whidbey Tsunami B05",675,1.54,0.27,10,"WA","Clinton","",""
"NWSC Deception FC Black B05",675,0.95,0.44,25,"WA","Oak Harbor","NPSL DIVISION 2 (05) U13",""
"Mercer Island FC Maroon B05",674,0.71,0.59,11,"WA","Mercer Island","NPSL DIVISION 2 (05) U13",""
"International FC Pachuca B05",673,0.94,0.44,13,"OR","","PTT B05 Div 1 Green NW","OYS Founders Cup B05"
"River Plate SC River B05",670,1.13,0.36,16,"OR","NE Portland","",""
"KVJSA Ellensburg FC B05",668,0.76,0.53,10,"WA","Ellensburg","PSPL Copa 2 - East U13",""
"NPSA Titans Navy Mercer Island B05",649,0.82,0.43,21,"WA","Mercer Island","PSPL Classic 1 - West U13",""
"FME Xtreme B05",649,0.83,0.42,21,"WA","Milton","NPSL DIVISION 3 (05) U13",""
"Emerald City FC White B05",647,0.91,0.38,18,"WA","Seattle","PSPL Classic 3 - West U13",""
"Edmond Premier Titans B05",643,0.83,0.4,17,"WA","Centralia","PSPL Classic 2 - West U13",""
"Harbor Rockets B05",637,0.86,0.38,8,"WA","Gig Harbor","SSUL B05 14 Div 2",""
"IEYSA Valor Maroon B B05",637,0.83,0.39,18,"WA","Cheney","PSPL Copa 1 - East Red U13",""
"LOSC Black B05",635,0.67,0.48,23,"OR","Lake Oswego","PTT B05 Div 2 White SE","OYS Founders Cup B05"
"ISC Gunners Select B05",634,0.62,0.51,26,"WA","Issaquah","PSPL Copa 1 - West U13",""
"Seattle United S White B05",631,0.81,0.39,21,"WA","Seattle","NPSL DIVISION 2 (05) U13",""
"West Narrows Blue B05",631,0.8,0.39,21,"WA","Gig Harbor","PSPL Classic 3 - West U13",""
"North Idaho Inferno Orange B05",630,0.89,0.34,8,"ID","Post Falls","",""
"Crossfire Premier E B05",630,1.03,0.3,35,"WA","Redmond","RCL B05 Div 4",""
"MRFC Blue B05",625,0.53,0.56,17,"WA","Sumner","PSPL Copa 1 - West U13",""
"Silver FC B05",621,1.02,0.28,15,"WA","Bremerton","PSPL Copa 1 - West U13",""
"Westside Timbers Copa TS B05",621,0.64,0.45,30,"OR","Beaverton","PTT B05 Div 2 Green","OYS Founders Cup B05"
"THUSC Lithium Black B05",619,0.86,0.33,13,"OR","Beaverton","PTT B05 Div 2 White NW","OYS Founders Cup B05"
"IEYSA Storm B05",617,0.67,0.42,22,"WA","Cheney","PSPL Copa 1 - East Red U13",""
"PCU Black 1 B05",616,0.7,0.4,24,"OR","Portland","PTT B05 Div 2 Green",""
"IFC Red B05",612,0.81,0.33,22,"WA","Issaquah","NPSL DIVISION 3 (05) U13",""
"Sting SC Timbers White B05",611,0.62,0.44,28,"ID","Coeur D'Alene","PSPL Copa 1 - East Red U13",""
"PCU Black 2 B05",604,0.86,0.3,21,"OR","Portland","PTT B05 Div 2 White NW","OYS Founders Cup B05"
"Wenatchee Valley United Huskies B05",599,0.91,0.27,17,"WA","Wenatchee","PSPL Copa 2 - East U13",""
"Breakers Red B05",595,0.8,0.3,20,"WA","Spokane","PSPL Copa 1 - East Blue U13",""
"SSC Shadow Elite B05",591,0.99,0.24,20,"WA","Spokane Valley","PSPL Copa 1 - East Red U13",""
"Seattle United W White B05",589,0.78,0.3,30,"WA","Seattle","NPSL DIVISION 2 (05) U13",""
"IEYSA Valor Maroon A B05",588,0.7,0.33,24,"WA","Cheney","PSPL Copa 1 - East Blue U13",""
"Spokane Pumas C B05",567,0.8,0.25,21,"WA","Spokane","PSPL Copa 1 - East Red U13",""
"Santos FC United B05",564,0.65,0.3,14,"OR","Hubbard","PTT B05 Div 1 White",""
"SGESC Fusion B05",546,0.39,0.44,20,"WA","Graham","PSPL Classic 3 - West U13",""
"NSC Blitz Black B05",535,0.43,0.37,23,"WA","Woodinvile","NPSL DIVISION 3 (05) U13",""
"SSC Shadow United Wilburn B05",535,0.82,0.19,13,"WA","Spokane","PSPL Copa 2 - East U13",""
"FC Spokane Black Sauther B05",525,0.6,0.25,22,"WA","Spokane","PSPL Copa 1 - East Blue U13",""
"Spokane Scotties Lake B05",514,0.54,0.26,21,"WA","Spokane","PSPL Copa 2 - East U13",""
"Kitsap Alliance FC White B05",508,0.4,0.33,28,"WA","Silverdale","RCL B05 Div 4",""
"Lake Hills Blue Devils B05",497,0.58,0.21,22,"WA","Bellevue","NPSL DIVISION 3 (05) U13",""
"North Central YSA Venom B05",483,0.56,0.2,17,"ID","","PSPL Copa 2 - East U13",""
"Highline SA B05",443,0.3,0.28,12,"WA","","NPSL DIVISION 3 (05) U13",""
"Breakers White B05",439,0.55,0.15,10,"WA","Spokane","PSPL Copa 2 - East U13",""
"NC Alliance Rebels B05",429,0.4,0.19,17,"WA","","PSPL Copa 1 - West U13",""
"Academia Leon B05",421,0.24,0.3,10,"OR","Beaverton","PTT B05 Div 1 Green SE",""
"Hells Canyo FC B05",275,0.22,0.12,10,"ID","","PSPL Copa 1 - East Blue U13",""
"Spokane United B05",222,0.25,0.07,10,"WA","Spokane","PSPL Copa 2 - East U13",""
"IEYSA Valor Maroon C B05",201,0.17,0.09,13,"WA","Cheney","PSPL Copa 2 - East U13",""
