"date","home.team","home.score","away.team","away.score","venue","home.adv","away.adv","surface"
2017-06-02,"Crossfire Premier A B00",3,"Washington East SC B00",0,"Showcase of Champions U18 Boys","neutral","neutral","Grass"
2017-06-02,"Eastside FC White B00",1,"PCU Red B00",0,"Showcase of Champions U18 Boys","neutral","neutral","Grass"
2017-06-02,"WPFC White B00",2,"FPSC Fury Black B00",0,"Showcase of Champions U18 Boys","neutral","neutral","Grass"
2017-06-03,"WPFC White B00",0,"PCU Red B00",5,"Showcase of Champions U18 Boys","neutral","neutral","Grass"
2017-06-03,"Eastside FC White B00",0,"FPSC Fury Black B00",2,"Showcase of Champions U18 Boys","neutral","neutral","Grass"
2017-06-03,"Washington East SC B00",0,"Eastside FC Red B00",0,"Showcase of Champions U18 Boys","neutral","neutral","Grass"
2017-06-03,"FC Portland Navy B00",2,"Crossfire Premier A B00",3,"Showcase of Champions U18 Boys","neutral","neutral","Grass"
2017-06-03,"Eastside FC Red B00",1,"FPSC Fury Black B00",1,"Showcase of Champions U18 Boys","neutral","neutral","Grass"
2017-06-03,"Crossfire Premier A B00",0,"PCU Red B00",0,"Showcase of Champions U18 Boys","neutral","neutral","Grass"
2017-06-03,"WPFC White B00",1,"FC Portland Navy B00",4,"Showcase of Champions U18 Boys","neutral","neutral","Grass"
2017-06-03,"Washington East SC B00",0,"Eastside FC White B00",6,"Showcase of Champions U18 Boys","neutral","neutral","Grass"
2017-06-04,"Crossfire Premier A B00",0,"FPSC Fury Black B00",1,"Showcase of Champions U18 Boys","neutral","neutral","Grass"
2017-06-04,"Crossfire Premier A B00",1,"FC Portland Navy B00",2,"Showcase of Champions U18 Boys","neutral","neutral","Grass"
2017-06-04,"Eastside FC Red B00",1,"PCU Red B00",0,"Showcase of Champions U18 Boys","neutral","neutral","Grass"
2017-06-04,"Washington East SC B00",1,"WPFC White B00",4,"Showcase of Champions U18 Boys","neutral","neutral","Grass"
2017-06-04,"Eastside FC Red B00",0,"FC Portland Navy B00",2,"Showcase of Champions U18 Boys","neutral","neutral","Grass"
2017-06-08,"Jefferson YSA B98",5,"Madison United B99",3,"Yellowstone Cup Boys U18/19","neutral","neutral","Grass"
2017-06-09,"PVSC United B98",3,"BYSL Ballistic SC B00",1,"Yellowstone Cup Boys U18/19","neutral","neutral","Grass"
2017-06-09,"PVSC United B98",1,"Jefferson YSA B98",6,"Yellowstone Cup Boys U18/19","neutral","neutral","Grass"
2017-06-09,"Madison United B99",0,"BYSL Ballistic SC B00",4,"Yellowstone Cup Boys U18/19","neutral","neutral","Grass"
2017-06-10,"Madison United B99",1,"PVSC United B98",2,"Yellowstone Cup Boys U18/19","neutral","neutral","Grass"
2017-06-10,"BYSL Ballistic SC B00",0,"Jefferson YSA B98",0,"Yellowstone Cup Boys U18/19","neutral","neutral","Grass"
2017-06-10,"Jefferson YSA B98",3,"PVSC United B98",2,"Yellowstone Cup Boys U18/19","neutral","neutral","Grass"
2017-06-24,"Central WA SA Grey B00",5,"Tynecastle FC B00",0,"US Club Regionals B00","home","away","Grass"
2017-06-24,"Kitsap Alliance FC Red B00",1,"Central WA SA Navy B00",3,"US Club Regionals B00","home","away","Grass"
2017-06-24,"FPSC Fury Black B00",0,"Central WA SA Grey B00",2,"US Club Regionals B00","home","away","Grass"
2017-06-25,"Tynecastle FC B00",1,"Kitsap Alliance FC Red B00",3,"US Club Regionals B00","home","away","Grass"
2017-06-25,"Central WA SA Grey B00",2,"Central WA SA Navy B00",0,"US Club Regionals B00","home","away","Grass"
2017-06-25,"Tynecastle FC B00",0,"FPSC Fury Black B00",5,"US Club Regionals B00","home","away","Grass"
2017-06-26,"Central WA SA Navy B00",2,"FPSC Fury Black B00",4,"US Club Regionals B00","home","away","Grass"
