"name","alt.name","venue"
"FC Nova Gold B01","FC NOVA GOLD 01","FC Nova Fall Showcase U17/18 Boys"
"FC Portland Navy B00","FC Portland 00B Navy (OR) (SC)","Far West Regionals U17"
"FC Portland Navy B00","FC PORTLAND ACADEMY FC PORTLAND 00B NAVY","Showcase of Champions U18 Boys"
"FC Portland White B00","FC PORTLAND ACADEMY 00B WHITE (OR)","Nike Crossfire Challenge Gold Group U18"
"FC Portland White B00","FC PORTLAND ACADEMY FC PORTLAND 00B WHITE (OR)","Timbers Winter Showcase 2000 Showcase U18"
"FC Salmon Creek Blue B00","FCSC 00B Blue","PTT B00 BHS"
"FC Salmon Creek Juventus B00","FC MULHOUSE JUVENTUS (WA)","WA Cup Gold U18"
"FC Salmon Creek Juventus B00","(Ind.) FC Mulhouse Juventus","PSPL WNPL U18"
"FC Salmon Creek Juventus B00","FC MULHOUSE B2000 (WA)","Timbers Winter Showcase 2000 Showcase U18"
"FC Spokane Triplett B01","FC SPOKANE TRIPLETT U01B (WA)","River City Cup U16-U18 Boys (00,01,02) U18"
"FPSC Fury Black B00","FPSC Fury B00 Black","PSPL WNPL U18"
"FPSC Fury Black B00","FPSC FURY B00 BLACK","Showcase of Champions U18 Boys"
"FPSC Fury Black B00","FPSC FURY B00 BLACK (WA)","Nike Crossfire Challenge Super Group U18"
"FPSC Fury Black B00","FPSC FURY B00 BLACK (WA)","WA Cup Gold U18"
"FRAM Premier B00","FRAM B00 Lawson (CA-S) (FWCS)","Far West Regionals U17"
"FRAM Premier B00","FRAM B00-Lawson","FWRL CAS B00"
"Fuerza FC Academy B00","Fuerza FC Academy B00","PSPL WSPL 1 U18"
"Fuerza FC Academy B00","FUERZA FC ACADEMY B00 (WA)","WA Cup Gold U18"
"Fuerza FC B00","Fuerza FC 2000","PSPL Classic West U18"
"Fullerton Rangers White B00","Fullerton Rangers B00 White","FWRL CAS B00"
"FWFC Blue B00","FEDERAL WAY FOOTBALL FWFC B00 BLUE (WA)","Nike Crossfire Challenge Silver Group U18"
"FWFC Blue B00","FWFC B00 Blue","Labor Day Cup BU18"
"FWFC Blue B00","FWFC B00 Blue (A)","RCL B00 Div 3"
"FWFC Select B01","FWFC Select B01","Crossfire Select U18 Gold"
"FWFC Sounders B99","FWFC B99 Sounders","SSUL B00 19 Division 3"
"FWFC Tsunami B99","FWFC B00 Tsunami","SSUL B00 19 Division 3"
"Gala FC B00","Gala FC Boys U18A","PSPL WSPL 2 U18"
"GS Surf A B00","GS Surf B00 A","RCL B00 Div 1"
"GS Surf A B00","GS Surf B00 A (WA) (FWNW)","Far West Regionals U17"
"Harbor Premier Green B00","Harbor Premier B00 Green A","RCL B00 Div 3"
"Harbor Premier Green B00","Harbor Premier B01-00 Green","Labor Day Cup BU18"
"Heat FC NPL B00","HEAT FC 00 NPL","FWRL Desert 2000 U18"
"Highline Premier Heat Blue B00","Highline Premier FC Heat 00 Blue","PSPL WNPL U18"
"Highline Premier Heat Blue B00","HPFC HEAT 00 (WA)","WA Cup Gold U18"
"Idaho Rush Premier B01","IDAHO RUSH 01 BOYS PREMIER","FC Nova Fall Showcase U17/18 Boys"
"Impact FC Black B00","CSC Impact FC 00 Black","PSPL Classic West U18"
"Impact FC Black B00","CSC IMPACT FC 00 BLACK (WA)","WA Cup Silver U18"
"ISC Gunners A B00","ISC GUNNERS FC ISC GUNNERS B00 A (WA)","WA Cup Gold U18"
