"name","alt.name","venue"
"Alaska Eclipse G01","ALASKA ECLIPSE 01 GIRLS","Clash At the Border Gold/Silver"
"ASE Emerald G01","ASE G01 Emerald","US Club Regionals G01"
"ASE Emerald G01","ASE G01 Emerald - Ollero","PSPL WNPL U17"
"Bend FC Timbers Red G01","BEND FC TIMBERS 01 GIRLS (USA)","Bend Premier Cup Amandine Henry (U17) Division U17"
"Bend FC Timbers Red G01","BEND FC TIMBERS 01 GIRLS RED","Clash At the Border Super"
"BIFC Blue G01","BAINBRIDGE ISLAND FC 01 G (WA)","Bend Premier Cup Amandine Henry (U17) Division U17"
"BIFC Blue G01","Bainbridge Island FC 01 Girls","Skagit Firecracker Div. 1 U17"
"BIFC Blue G01","Bainbridge Island FC Blue G01","Crossfire Select U17 Gold"
"BIFC Blue G01","Bainbridge Island FC G01 Blue","NPSL Division 2 (01) U17"
"Blackhills FC Black G01","BLACKHILLS FC G 01 BLACK A","Clash At the Border Super"
"Blackhills FC Black G01","BLACKHILLS FC G 01 BLACK A (WA)","Nike Crossfire Challenge Gold Group U17"
"Blackhills FC Black G01","Blackhills FC G01 Black A","RCL G01 Div 3"
"Breakers Black Andersson G02","Breakers G02 Andersson-Craig","Sounders FC Cup GU17 Gold"
"Breakers Black Bryant G01","G01 Breakers FC Black Bryant","Sounders FC Cup GU17 Silver"
"Breakers Black Bryant G01","IEYSA G01 Breakers FC Black Bryant","PSPL WSPL U17"
"Calgary Foothills G02","FOOTHILLS 02DA (CND)","Nike Crossfire Challenge Gold Group U17"
"Capital FC Timbers Red G01","CAPITAL FC TIMBERS ZENITH (OR)","Timbers Winter Showcase 2001 FWRL U17"
"Cascade Rush Revolution G02","CASCADE RUSH 01G","Clash At the Border Gold/Silver"
"Cascade Rush Revolution G02","CASCADE RUSH REVOLUTION 01 (OR)","Bend Premier Cup Amandine Henry (U17) Division U17"
"Coquitlam Metro Ford Nemesis G01","COQUITLAM METRO-FORD SC NEMESIS 01 (CND:BC)","SX Cup Girls U17 Gold - Tier 3 U17"
"Coquitlam Metro Ford Shock G01","CMFSC SHOCK (CND)","SX Cup Girls U17/U18 Metro - Tier 2 U17"
"Crossfire Alaska ADP G01","CROSSFIRE ALASKA 01G (AK)","Nike Crossfire Challenge Silver Group U17"
"Crossfire OR Blue I G01","CROSSFIRE OREGON 01G BLUE (OR)","Timbers Winter Showcase 2001 Showcase U17"
"Crossfire OR Blue I G01","CROSSFIRE OREGON 2001 BLUE 1","Clash At the Border Super"
"Crossfire OR Blue I G01","CROSSFIRE OREGON 2001 BLUE 1 (OR)","Oswego Nike Cup Gold U17"
"Crossfire OR Blue II G01","CROSSFIRE OREGON G2001","Clash At the Border Gold/Silver"
"Crossfire OR Blue II G01","CROSSFIRE OREGON G2001 (OR)","Nike Crossfire Challenge Silver Group U17"
"Crossfire OR Blue II G01","CROSSFIRE OREGON G2001 (OR)","Oswego Nike Cup Silver U17"
"Crossfire OR CUSC Black Eruption G01","CLACKAMAS UNITED ERUPTION (OR)","Oswego Nike Cup Silver U17"
"Crossfire OR CUSC Red Power Rays G01","CROSSFIRE OREGON 01G RED (OR)","Timbers Winter Showcase 2001 Showcase U17"
"Crossfire OR CUSC White G01","COLORADO UNITED 01G WHITE (CO)","Timbers Winter Showcase 2001 Showcase U17"
"Crossfire OR CUSC White G01","CROSSFIRE OREGON 01G WHITE (OR)","Timbers Winter Showcase 2001 Showcase U17"
"Crossfire OR United ECNL G01","CROSSFIRE UNITED ECNL G01 (OR)","Nike Crossfire Challenge Super Group U17"
"Crossfire Premier A G01","Crossfire Premier G01 A","RCL G01 Div 3"
"Crossfire Premier A G01","CROSSFIRE PREMIERE G01 A (WA)","Nike Crossfire Challenge Silver Group U17"
"Crossfire Premier A G01","CROSSFIRE 01 M","Showcase of Champions Girls U17"
"Crossfire Premier ECNL G01","CROSSFIRE PREMIER 01 ECNL (WA)","Nike Crossfire Challenge Super Group U17"
"Crossfire Premier ECNL G02","CROSSFIRE PREMIER G02 ECNL (WA)","Nike Crossfire Challenge Super Group U17"
"Crossfire Select Granston G01","CROSSFIRE SELECT GRANSTON G01 (WA)","Nike Crossfire Challenge Gold Group U17"
"Crossfire Select Wilkinson G01","109 Crossfire Select Wilkinson GU01","Baker Blast U17"
"Crossfire Select Wilkinson G01","Crossfire Select Wilkinson G01","Eastside FC Cup GU17"
"Crossfire Yakima G01","Crossfire Yakima","Crossfire Select U17 Gold"
"Crossfire Yakima G01","Crossfire Yakima -G01 A","RCL G01 Div 3"
"CSC Storm G02","CSC 02G","Beaverton Cup U17 Silver"
"CSC Velocity Green G01","CSC Velocity FC 01 Green","Crossfire Select U17 Gold"
"CSC Velocity Green G01","CSC Velocity FC 01' Green","PSPL Classic U17"
"CWSA Navy G01","CENTRAL WASHINGTON SOUNDERS CENTRAL WA SOUNDERS G01 NAVY (WA)","Nike Crossfire Challenge Super Group U17"
"CWSA Navy G01","CWS G01 Lackey","US Club Regionals G01"
"CWSA Navy G01","CWSA CWS G01 Lackey","PSPL WNPL U17"
"Delta Coastal Selects G01","DELTA COASTAL SELECTS DCS 2001 (CND:BC)","SX Cup Girls U17/U18 Metro - Tier 2 U17"
"Eastside FC Blue G01","Eastside FC G01 Blue","Sounders FC Cup GU17 Gold"
"Eastside FC Blue G01","Eastside FC G01 Blue","Eastside FC Cup GU17"
"Eastside FC Blue G01","EASTSIDE FC G01 BLUE","WA Rush Cup GU17 Gold"
"Eastside FC Blue G01","Eastside FC G01 Blue C","RCL G01 Div 3"
"Eastside FC Red G01","EASTSIDE FC G01 REIGN ACADEMY2 (WA)","Nike Crossfire Challenge Super Group U17"
"Eastside FC Red G01","EASTSIDE FC G01 REIGN ACADEMY2 (WA)","Timbers Winter Showcase 2001 FWRL U17"
"Eastside FC Red G01","G01 Eastside Reign A2","RCL G01 Div 1"
"Eastside FC White G01","Eastside FC G01 White B","RCL G01 Div 2"
